distribution,true_mean,true_variance,n,rep,method,lower,upper,width,sqrt_n_width,normalized_halfwidth,covered,empty_center_component,backend,runtime_seconds,u_plus,u_minus
"Beta(2,2)",0.5,0.05,500000,0,STaR,0.4996671010413174,0.5013596800593736,0.001692579018056195,1.1968341013616035,2.676202408434419,True,False,direct-two-arm,0.6372272968292236,,
"Beta(2,2)",0.5,0.05,500000,0,Probit-STaR,0.4996717897754418,0.5013409827142714,0.0016691929388296112,1.1802976461551202,2.6392257704858424,True,False,randomized,1.8071541786193848,0.76463092958964,0.5128511744421136
"Beta(2,2)",0.5,0.05,500000,0,Gaffke,0.4997045552475947,0.5013369868258354,0.0016324315782406673,1.1543034387970341,2.5811009558119364,True,False,cornish-fisher,0.026444673538208008,,
"Beta(2,2)",0.5,0.05,1000000,0,STaR,0.49995566983260065,0.501082787490809,0.0011271176582083875,1.1271176582083875,2.5203117023943284,True,False,direct-two-arm,1.2179031372070312,,
"Beta(2,2)",0.5,0.05,1000000,0,Probit-STaR,0.49986769681248766,0.5010219095965087,0.001154212784021058,1.154212784021058,2.580898245570369,True,False,randomized,3.6250531673431396,0.34711360258833357,0.5861549237438091
"Beta(2,2)",0.5,0.05,1000000,0,Gaffke,0.4998623034782759,0.5010152514842954,0.0011529480060194497,1.1529480060194497,2.5780701159823263,True,False,cornish-fisher,0.027205944061279297,,
"Beta(2,2)",0.5,0.05,10,1,STaR,0.21574697287748432,0.7920598038985323,0.5763128310210479,1.822461190806254,4.0751471089979985,True,False,direct-two-arm,0.00034236907958984375,,
"Beta(2,2)",0.5,0.05,10,1,Probit-STaR,0.15980632771906397,0.8295852648742661,0.6697789371552021,2.1180269702172168,4.73605228358362,True,False,randomized,0.0001926422119140625,0.37769059658920456,0.4729962542127648
"Beta(2,2)",0.5,0.05,10,1,Gaffke,0.2519111346676388,0.7063782898578097,0.4544671551901709,1.4371513321381535,3.2135680726152893,True,False,bspline-exact,0.0003178119659423828,,
"Beta(2,2)",0.5,0.05,50,1,STaR,0.4296723043340057,0.6350389539780792,0.20536664964407347,1.4521615059288624,3.2471318415654005,True,False,direct-two-arm,0.00019598007202148438,,
"Beta(2,2)",0.5,0.05,50,1,Probit-STaR,0.4629861104645594,0.6665756344151064,0.20358952395054697,1.439595329639728,3.2190330171656494,True,False,randomized,0.00029015541076660156,0.055272488501445616,0.5918697994195757
"Beta(2,2)",0.5,0.05,50,1,Gaffke,0.4201283349829364,0.6125763981431405,0.19244806316020407,1.3608133048679731,3.0428710543709334,True,False,bspline-exact,0.0002651214599609375,,
"Beta(2,2)",0.5,0.05,100,1,STaR,0.4191272220791461,0.5605633023111509,0.14143608023200482,1.4143608023200482,3.1626068986987703,True,False,direct-two-arm,0.0002269744873046875,,
"Beta(2,2)",0.5,0.05,100,1,Probit-STaR,0.42437370555154563,0.5513350465415108,0.12696134098996514,1.2696134098996514,2.838941889680925,True,False,randomized,0.0004773139953613281,0.2612738467503193,0.12293183952938136
"Beta(2,2)",0.5,0.05,100,1,Gaffke,0.4210920378649872,0.5580833727645114,0.13699133489952414,1.3699133489952415,3.063219371637753,True,False,bspline-exact,0.0003390312194824219,,
"Beta(2,2)",0.5,0.05,500,1,STaR,0.46554538536897805,0.5179646184399711,0.052419233070993054,1.1721296847514553,2.620961653549653,True,False,direct-two-arm,0.0008199214935302734,,
"Beta(2,2)",0.5,0.05,500,1,Probit-STaR,0.46975063645294257,0.5175508340446235,0.04780019759168097,1.068844911529204,2.3900098795840488,True,False,randomized,0.002157926559448242,0.10874742938777082,0.23590685756035024
"Beta(2,2)",0.5,0.05,500,1,Gaffke,0.4663250573788972,0.5195275926245965,0.05320253524569929,1.189644853847121,2.6601267622849645,True,False,bspline-exact,0.00439763069152832,,
"Beta(2,2)",0.5,0.05,1000,1,STaR,0.47348839760138317,0.510415978153993,0.03692758055260981,1.167752630255863,2.6111742621562875,True,False,direct-two-arm,0.0017688274383544922,,
"Beta(2,2)",0.5,0.05,1000,1,Probit-STaR,0.4695673725602221,0.5127262779702166,0.043158905409994563,1.36480442415346,3.0517954683995927,True,False,randomized,0.004316568374633789,0.9192356492318037,0.6812320092748804
"Beta(2,2)",0.5,0.05,1000,1,Gaffke,0.4736809010656507,0.5109815807763008,0.03730067971065015,1.179551061580849,2.637556356626819,True,False,bspline-exact,0.015234231948852539,,
"Beta(2,2)",0.5,0.05,5000,1,STaR,0.4934834486285369,0.5100520948537137,0.016568646225176842,1.1715802100903439,2.619732990855494,True,False,direct-two-arm,0.007887840270996094,,
"Beta(2,2)",0.5,0.05,5000,1,Probit-STaR,0.49349188173758385,0.5104886486434874,0.01699676690590357,1.2018529137411509,2.6874248140814045,True,False,randomized,0.019925355911254883,0.7091768002074685,0.36867707738041744
"Beta(2,2)",0.5,0.05,5000,1,Gaffke,0.4937983820716691,0.5102096145396043,0.016411232467935244,1.1604493765705852,2.5948436904590806,True,False,bspline-exact,0.434124231338501,,
"Beta(2,2)",0.5,0.05,10000,1,STaR,0.49496862204263314,0.5067500138687646,0.011781391826131471,1.178139182613147,2.6343992992790355,True,False,direct-two-arm,0.014683008193969727,,
"Beta(2,2)",0.5,0.05,10000,1,Probit-STaR,0.4954056442867252,0.5068151884823574,0.011409544195632226,1.1409544195632226,2.5512516413721817,True,False,randomized,0.03921985626220703,0.49966977979798133,0.16586782221157859
"Beta(2,2)",0.5,0.05,10000,1,Gaffke,0.4953355250149277,0.5069991602677182,0.01166363525279046,1.166363525279046,2.6080681290002414,True,False,cornish-fisher,0.021253347396850586,,
"Beta(2,2)",0.5,0.05,50000,1,STaR,0.4983611477254103,0.5037077556392291,0.005346607913818802,1.1955378744337177,2.673303956909401,True,False,direct-two-arm,0.0873713493347168,,
"Beta(2,2)",0.5,0.05,50000,1,Probit-STaR,0.4985735559028308,0.5036030608224868,0.005029504919656036,1.1246314893520515,2.514752459828018,True,False,randomized,0.18256592750549316,0.18038628969972503,0.35439638014736075
"Beta(2,2)",0.5,0.05,50000,1,Gaffke,0.49838803397362,0.5035723892576613,0.00518435528404132,1.159257083462662,2.5921776420206597,True,False,cornish-fisher,0.028123140335083008,,
"Beta(2,2)",0.5,0.05,100000,1,STaR,0.49858895901608613,0.5023313391558056,0.0037423801397195033,1.1834445111692804,2.6462623745735203,True,False,direct-two-arm,0.15761923789978027,,
"Beta(2,2)",0.5,0.05,100000,1,Probit-STaR,0.4984308598746633,0.5024059411322452,0.003975081257581947,1.257031065820542,2.810806913003744,True,False,randomized,0.35946083068847656,0.9255741078663228,0.896308930220573
"Beta(2,2)",0.5,0.05,100000,1,Gaffke,0.4985724277440672,0.5022347120883476,0.0036622843442803976,1.1581159967102304,2.589626094473998,True,False,cornish-fisher,0.013961315155029297,,
"Beta(2,2)",0.5,0.05,500000,1,STaR,0.49935010042567873,0.5010213144279936,0.001671214002314847,1.1817267538507388,2.6424213524404134,True,False,direct-two-arm,0.6392476558685303,,
"Beta(2,2)",0.5,0.05,500000,1,Probit-STaR,0.4993898021619697,0.5010388730423749,0.0016490708804052234,1.1660692021918035,2.6074100025698197,True,False,randomized,1.8316631317138672,0.46491064819016825,0.6496328262882631
"Beta(2,2)",0.5,0.05,500000,1,Gaffke,0.4993916913345133,0.5010210551990627,0.0016293638645494268,1.152134237643219,2.576250474575135,True,False,cornish-fisher,0.017558574676513672,,
"Beta(2,2)",0.5,0.05,1000000,1,STaR,0.49955084660514393,0.5007416582772506,0.001190811672106662,1.190811672106662,2.6627358472306866,True,False,direct-two-arm,1.232027530670166,,
"Beta(2,2)",0.5,0.05,1000000,1,Probit-STaR,0.49953066069437235,0.5006665779235231,0.0011359172291507402,1.1359172291507402,2.539988141194261,True,False,randomized,3.674016237258911,0.640800920989575,0.09079979778537095
"Beta(2,2)",0.5,0.05,1000000,1,Gaffke,0.49954284181763203,0.500695340300757,0.0011524984831249863,1.1524984831249863,2.5770649522328637,True,False,cornish-fisher,0.040259599685668945,,
"Beta(2,2)",0.5,0.05,10,2,STaR,0.2653528639598708,0.8241706556616588,0.558817791701788,1.7671370188031912,3.95143849960026,True,False,direct-two-arm,0.0003008842468261719,,
"Beta(2,2)",0.5,0.05,10,2,Probit-STaR,0.15202090426433135,0.915891946411747,0.7638710421474156,2.415572331832311,5.401383938544726,True,False,randomized,0.00016760826110839844,0.6850182252628516,0.8496868568850904
"Beta(2,2)",0.5,0.05,10,2,Gaffke,0.30674450173929513,0.7536917234289494,0.4469472216896543,1.413371214423518,3.1603941128924173,True,False,bspline-exact,0.00028228759765625,,
"Beta(2,2)",0.5,0.05,50,2,STaR,0.42375489462674065,0.6067301989981762,0.1829753043714355,1.2938307851071458,2.8930935868815006,True,False,direct-two-arm,0.00017261505126953125,,
"Beta(2,2)",0.5,0.05,50,2,Probit-STaR,0.4097749847053853,0.6194445018138481,0.20966951710846282,1.482587373555029,3.315166149851919,True,False,randomized,0.00027298927307128906,0.5451377820199613,0.3531593030097915
"Beta(2,2)",0.5,0.05,50,2,Gaffke,0.433152887235512,0.6118647884382414,0.17871190120272945,1.263683972191903,2.8256832638980494,True,False,bspline-exact,0.00024390220642089844,,
"Beta(2,2)",0.5,0.05,100,2,STaR,0.43203914835593604,0.5635620977274718,0.13152294937153575,1.3152294937153575,2.9409425539601717,True,False,direct-two-arm,0.00022172927856445312,,
"Beta(2,2)",0.5,0.05,100,2,Probit-STaR,0.4377353675314668,0.5896708017057131,0.15193543417424626,1.5193543417424626,3.3973795900455928,True,False,randomized,0.0004942417144775391,0.216793264910369,0.9045314481865194
"Beta(2,2)",0.5,0.05,100,2,Gaffke,0.43846883308829426,0.5627125330463724,0.1242436999580781,1.242436999580781,2.778173588823504,True,False,bspline-exact,0.0003428459167480469,,
"Beta(2,2)",0.5,0.05,500,2,STaR,0.4598499457088834,0.5138924935981981,0.05404254788931473,1.2084281075779553,2.702127394465737,True,False,direct-two-arm,0.0007915496826171875,,
"Beta(2,2)",0.5,0.05,500,2,Probit-STaR,0.45805819036395334,0.5140231141220142,0.055964923758060836,1.2514137387861703,2.7982461879030422,True,False,randomized,0.0021257400512695312,0.5789234700190214,0.36062506049264986
"Beta(2,2)",0.5,0.05,500,2,Gaffke,0.46218348485049404,0.5150179511500962,0.052834466299602145,1.1814145820083217,2.6417233149801076,True,False,bspline-exact,0.0044977664947509766,,
"Beta(2,2)",0.5,0.05,1000,2,STaR,0.47400908085069193,0.5118575131391487,0.0378484322884568,1.196872518981825,2.6762883128447683,True,False,direct-two-arm,0.0016717910766601562,,
"Beta(2,2)",0.5,0.05,1000,2,Probit-STaR,0.46900665323048685,0.5113402818300588,0.042333628599571904,1.3387068799429143,2.993439585499006,True,False,randomized,0.0042171478271484375,0.8999407349367983,0.49225240807232296
"Beta(2,2)",0.5,0.05,1000,2,Gaffke,0.4733672846219388,0.5106056840646371,0.037238399442698356,1.1775815865807164,2.633152476646536,True,False,bspline-exact,0.016228199005126953,,
"Beta(2,2)",0.5,0.05,5000,2,STaR,0.4907079448034767,0.5071147493749499,0.016406804571473255,1.1601362770091186,2.5941435785559155,True,False,direct-two-arm,0.007836103439331055,,
"Beta(2,2)",0.5,0.05,5000,2,Probit-STaR,0.49112578230656256,0.5077277320947391,0.01660194978817653,1.173935127613819,2.62499874651939,True,False,randomized,0.020596027374267578,0.5656824760872765,0.4043831873891093
"Beta(2,2)",0.5,0.05,5000,2,Gaffke,0.49106392462926257,0.5073385304086293,0.016274605779366735,1.1507884107727997,2.5732411142069314,True,False,bspline-exact,0.4316389560699463,,
"Beta(2,2)",0.5,0.05,10000,2,STaR,0.49575020128525005,0.5075129254842629,0.011762724199012808,1.1762724199012808,2.6302250909574405,True,False,direct-two-arm,0.01508784294128418,,
"Beta(2,2)",0.5,0.05,10000,2,Probit-STaR,0.49595458660039726,0.5075948678098473,0.011640281209450043,1.1640281209450043,2.6028460061543766,True,False,randomized,0.0383760929107666,0.30339978724155736,0.5918006728636904
"Beta(2,2)",0.5,0.05,10000,2,Gaffke,0.49553348607662523,0.5070973752222638,0.011563889145638606,1.1563889145638606,2.585764221391989,True,False,cornish-fisher,0.01213836669921875,,
"Beta(2,2)",0.5,0.05,50000,2,STaR,0.49745038276635223,0.5025400894649219,0.005089706698569674,1.1380930163537821,2.544853349284837,True,False,direct-two-arm,0.09734511375427246,,
"Beta(2,2)",0.5,0.05,50000,2,Probit-STaR,0.4971991676762617,0.5025731127003874,0.0053739450241256925,1.2016506381291796,2.6869725120628463,True,False,randomized,0.1794729232788086,0.4131877013503994,0.8782291703915501
"Beta(2,2)",0.5,0.05,50000,2,Gaffke,0.4971470706477973,0.5023061623719474,0.005159091724150078,1.1536079797356167,2.579545862075039,True,False,cornish-fisher,0.012266159057617188,,
"Beta(2,2)",0.5,0.05,100000,2,STaR,0.4988353529489278,0.5026004533681379,0.0037651004192100768,1.1906292943958627,2.6623280382717587,True,False,direct-two-arm,0.1590745449066162,,
"Beta(2,2)",0.5,0.05,100000,2,Probit-STaR,0.4989909496315974,0.5027204442345927,0.00372949460299532,1.179369746677064,2.637150924176622,True,False,randomized,0.3566129207611084,0.11568309779554653,0.9506552361587562
"Beta(2,2)",0.5,0.05,100000,2,Gaffke,0.4988554174523812,0.5025026938613284,0.0036472764089471865,1.1533700708472838,2.579013881628275,True,False,cornish-fisher,0.014284372329711914,,
"Beta(2,2)",0.5,0.05,500000,2,STaR,0.4996481831236952,0.5013027983646496,0.001654615240954449,1.1699896571335042,2.6161764063221873,True,False,direct-two-arm,0.630075216293335,,
"Beta(2,2)",0.5,0.05,500000,2,Probit-STaR,0.4995909278546249,0.5012421182473275,0.0016511903927025617,1.1675679237100598,2.610761245763982,True,False,randomized,1.8032755851745605,0.4189466534019184,0.6931592697742756
"Beta(2,2)",0.5,0.05,500000,2,Gaffke,0.4995825629667538,0.5012135785825678,0.0016310156158139688,1.1533022021632102,2.578862122637143,True,False,cornish-fisher,0.016599178314208984,,
"Beta(2,2)",0.5,0.05,1000000,2,STaR,0.49983720444105706,0.5010350541506158,0.0011978497095587182,1.1978497095587182,2.6784733774016733,True,False,direct-two-arm,1.2071704864501953,,
"Beta(2,2)",0.5,0.05,1000000,2,Probit-STaR,0.49987593853512835,0.5010398028886817,0.0011638643535533122,1.1638643535533122,2.6024798111340552,True,False,randomized,3.622012138366699,0.24737838719393013,0.8138387538211355
"Beta(2,2)",0.5,0.05,1000000,2,Gaffke,0.4998600616193608,0.501013822240361,0.0011537606210001439,1.1537606210001439,2.579887178318693,True,False,cornish-fisher,0.03690934181213379,,
"Beta(2,2)",0.5,0.05,10,3,STaR,0.21067823010032297,0.7882985115353227,0.5776202814349998,1.826595712042072,4.084392179535704,True,False,direct-two-arm,0.0004105567932128906,,
"Beta(2,2)",0.5,0.05,10,3,Probit-STaR,0.14279310996410388,0.8593015034257929,0.716508393461689,2.265798485967035,5.066479437938393,True,False,randomized,0.00016164779663085938,0.6211238267081489,0.4999740514749116
"Beta(2,2)",0.5,0.05,10,3,Gaffke,0.2894236291895443,0.7444393399784319,0.45501571078888764,1.4388860172533358,3.217446946452394,True,False,bspline-exact,0.000308990478515625,,
"Beta(2,2)",0.5,0.05,50,3,STaR,0.42266780400644843,0.6021515474475767,0.17948374344112827,1.2691417209996834,2.8378871612363645,True,False,direct-two-arm,0.00017690658569335938,,
"Beta(2,2)",0.5,0.05,50,3,Probit-STaR,0.4008486598509433,0.6167515139351891,0.2159028540842458,1.526663722004999,3.4137238611860194,True,False,randomized,0.0002903938293457031,0.44862203788159194,0.6094337458673632
"Beta(2,2)",0.5,0.05,50,3,Gaffke,0.42083375765103254,0.5915848299807855,0.170751072329753,1.2073924113924301,2.6998115073908653,True,False,bspline-exact,0.0002589225769042969,,
"Beta(2,2)",0.5,0.05,100,3,STaR,0.4396965045025846,0.5642382416866261,0.12454173718404149,1.245417371840415,2.7848379037943003,True,False,direct-two-arm,0.00023031234741210938,,
"Beta(2,2)",0.5,0.05,100,3,Probit-STaR,0.4189266379494848,0.594680804222929,0.1757541662734442,1.757541662734442,3.9299826311622215,True,False,randomized,0.00047326087951660156,0.8922807975152797,0.8523118164403317
"Beta(2,2)",0.5,0.05,100,3,Gaffke,0.4456833352418516,0.564519926672439,0.11883659143058739,1.1883659143058738,2.6572669665316235,True,False,bspline-exact,0.00036072731018066406,,
"Beta(2,2)",0.5,0.05,500,3,STaR,0.48931788624237327,0.5402088457737011,0.05089095953132783,1.1379564495223986,2.5445479765663914,True,False,direct-two-arm,0.0009012222290039062,,
"Beta(2,2)",0.5,0.05,500,3,Probit-STaR,0.47869775304227913,0.5328352975068564,0.0541375444645773,1.210552295577123,2.706877223228865,True,False,randomized,0.002185821533203125,0.8102099770933482,0.07319452749269384
"Beta(2,2)",0.5,0.05,500,3,Gaffke,0.48296697951036877,0.5362565465654737,0.05328956705510496,1.1915909442674797,2.664478352755248,True,False,bspline-exact,0.0041310787200927734,,
"Beta(2,2)",0.5,0.05,1000,3,STaR,0.4861945397193165,0.5240938351571369,0.037899295437820446,1.1984809529914098,2.6798848806275224,True,False,direct-two-arm,0.0016770362854003906,,
"Beta(2,2)",0.5,0.05,1000,3,Probit-STaR,0.4849705011822911,0.5222113919922184,0.03724089080992732,1.1776603705300306,2.6333286429127387,True,False,randomized,0.0048885345458984375,0.609213471558303,0.15171756042873064
"Beta(2,2)",0.5,0.05,1000,3,Gaffke,0.4866812530514186,0.5240175645037152,0.037336311452296544,1.1806778361868617,2.640075901241184,True,False,bspline-exact,0.01765894889831543,,
"Beta(2,2)",0.5,0.05,5000,3,STaR,0.4878687363134162,0.5048604191395534,0.016991682826137167,1.2014934150132592,2.686620950488014,True,False,direct-two-arm,0.008025646209716797,,
"Beta(2,2)",0.5,0.05,5000,3,Probit-STaR,0.4865589608573069,0.5061310684155715,0.019572107558264662,1.3839569976561423,3.0946219246956512,True,False,randomized,0.01985764503479004,0.8469005987898477,0.994643412280697
"Beta(2,2)",0.5,0.05,5000,3,Gaffke,0.48800449353112774,0.5045235537309659,0.016519060199838176,1.168073948613438,2.6118927518462436,True,False,bspline-exact,0.4335324764251709,,
"Beta(2,2)",0.5,0.05,10000,3,STaR,0.49257998108907486,0.5045076329912175,0.011927651902142622,1.1927651902142622,2.6671040465145572,True,False,direct-two-arm,0.01506352424621582,,
"Beta(2,2)",0.5,0.05,10000,3,Probit-STaR,0.492265427902816,0.5036414479185218,0.011376020015705812,1.1376020015705812,2.543755406851642,True,False,randomized,0.03888583183288574,0.6938746710187156,0.07373651678672943
"Beta(2,2)",0.5,0.05,10000,3,Gaffke,0.49290488386756776,0.5045135556716269,0.011608671804059167,1.1608671804059167,2.5957779282361417,True,False,cornish-fisher,0.02752208709716797,,
"Beta(2,2)",0.5,0.05,50000,3,STaR,0.4957537528987781,0.5010770079094347,0.005323255010656558,1.1903160065394431,2.661627505328279,True,False,direct-two-arm,0.0837256908416748,,
"Beta(2,2)",0.5,0.05,50000,3,Probit-STaR,0.4959225416152516,0.5011233122439132,0.005200770628661533,1.1629276661071504,2.6003853143307665,True,False,randomized,0.18182063102722168,0.5293019864913691,0.3977686109585886
"Beta(2,2)",0.5,0.05,50000,3,Gaffke,0.4960228343315451,0.5011916881358182,0.005168853804273066,1.1557908472112968,2.5844269021365327,True,False,cornish-fisher,0.03452038764953613,,
"Beta(2,2)",0.5,0.05,100000,3,STaR,0.49782512900383113,0.5013171610621852,0.003492032058354022,1.1042774966724727,2.4692395485829466,True,False,direct-two-arm,0.16025471687316895,,
"Beta(2,2)",0.5,0.05,100000,3,Probit-STaR,0.4979894699082197,0.5016021954913665,0.0036127255831468474,1.1424441403904058,2.5545827584092606,True,False,randomized,0.35634422302246094,0.48114877314084425,0.2728905558510524
"Beta(2,2)",0.5,0.05,100000,3,Gaffke,0.4980069052169917,0.5016528485449433,0.003645943327951595,1.1529485136221285,2.5780712510164214,True,False,cornish-fisher,0.024353504180908203,,
"Beta(2,2)",0.5,0.05,500000,3,STaR,0.4989082150591991,0.5005870140058868,0.0016787989466877096,1.1870901194517127,2.654414202512375,True,False,direct-two-arm,0.6329717636108398,,
"Beta(2,2)",0.5,0.05,500000,3,Probit-STaR,0.49885389042301775,0.5005044379892998,0.0016505475662820235,1.1671133767889714,2.6097448479494654,True,False,randomized,1.8142650127410889,0.9032895189333252,0.16204709999921663
"Beta(2,2)",0.5,0.05,500000,3,Gaffke,0.49889904239087424,0.5005293966444162,0.0016303542535419657,1.1528345484158558,2.577816417068126,True,False,cornish-fisher,0.025943994522094727,,
"Beta(2,2)",0.5,0.05,1000000,3,STaR,0.4992176405144052,0.5003854748068353,0.0011678342924300589,1.1678342924300589,2.6113568643289797,True,False,direct-two-arm,1.2171778678894043,,
"Beta(2,2)",0.5,0.05,1000000,3,Probit-STaR,0.4992681986469987,0.5003858398845544,0.0011176412375557554,1.1176412375557554,2.49912178163166,True,False,randomized,3.6576390266418457,0.11642423985372974,0.2715608278851539
"Beta(2,2)",0.5,0.05,1000000,3,Gaffke,0.4992403303882039,0.5003930105145371,0.0011526801263331832,1.1526801263331832,2.577471118794043,True,False,cornish-fisher,0.03910231590270996,,
"Beta(2,2)",0.5,0.05,10,4,STaR,0.24150552774198586,0.8063988958132129,0.564893368071227,1.786349678228915,3.99439931210473,True,False,direct-two-arm,0.00034046173095703125,,
"Beta(2,2)",0.5,0.05,10,4,Probit-STaR,0.24304762487497877,0.7328687162764738,0.489821091401495,1.5489502948182416,3.463558152981929,True,False,randomized,0.00018286705017089844,0.2184061595659358,0.1287122568295328
"Beta(2,2)",0.5,0.05,10,4,Gaffke,0.2742076182882728,0.7233240564282615,0.4491164381399887,1.4202308791444802,3.175732789511346,True,False,bspline-exact,0.0003039836883544922,,
"Beta(2,2)",0.5,0.05,50,4,STaR,0.4240938278451465,0.6183524914918948,0.19425866364674826,1.3736161836885237,3.071499161721377,True,False,direct-two-arm,0.0001971721649169922,,
"Beta(2,2)",0.5,0.05,50,4,Probit-STaR,0.4087931673187516,0.6273176016630471,0.21852443434429547,1.545201093798058,3.4551746846394864,True,False,randomized,0.0002894401550292969,0.475342463625821,0.4268258082644171
"Beta(2,2)",0.5,0.05,50,4,Gaffke,0.43034220267456147,0.6133028257286411,0.18296062305407967,1.2937269725165552,2.8928614548720195,True,False,bspline-exact,0.00028443336486816406,,
"Beta(2,2)",0.5,0.05,100,4,STaR,0.4409909578703405,0.569083340367637,0.1280923824972965,1.2809238249729649,2.864232746638592,True,False,direct-two-arm,0.0002357959747314453,,
"Beta(2,2)",0.5,0.05,100,4,Probit-STaR,0.41961981623012135,0.5608715196411547,0.14125170341103332,1.4125170341103332,3.1584841076470944,True,False,randomized,0.0005412101745605469,0.5377847847784991,0.40594881361330304
"Beta(2,2)",0.5,0.05,100,4,Gaffke,0.4406939311673142,0.5635580166087758,0.1228640854414616,1.228640854414616,2.7473244704045037,True,False,bspline-exact,0.0003788471221923828,,
"Beta(2,2)",0.5,0.05,500,4,STaR,0.47037121781842084,0.5235021834069347,0.05313096558851382,1.1880445076611903,2.6565482794256914,True,False,direct-two-arm,0.0008618831634521484,,
"Beta(2,2)",0.5,0.05,500,4,Probit-STaR,0.47294022874956254,0.5237125762063344,0.05077234745677184,1.135304202905804,2.5386173728385923,True,False,randomized,0.0022056102752685547,0.25380991069782066,0.302183456081894
"Beta(2,2)",0.5,0.05,500,4,Gaffke,0.4727447124701365,0.5253817140110165,0.052637001540880024,1.1769991357716891,2.6318500770440014,True,False,bspline-exact,0.0040128231048583984,,
"Beta(2,2)",0.5,0.05,1000,4,STaR,0.4765492636805152,0.5151877981930844,0.038638534512569156,1.2218577451074235,2.73215697689481,True,False,direct-two-arm,0.0016319751739501953,,
"Beta(2,2)",0.5,0.05,1000,4,Probit-STaR,0.4710096158147794,0.5162600426299075,0.04525042681512814,1.4309441383056392,3.1996883652562698,True,False,randomized,0.0041277408599853516,0.9738805341419844,0.7375754230302659
"Beta(2,2)",0.5,0.05,1000,4,Gaffke,0.476903962264785,0.5143349803765469,0.037431018111761916,1.183672723721827,2.646772673354333,True,False,bspline-exact,0.017368078231811523,,
"Beta(2,2)",0.5,0.05,5000,4,STaR,0.49267129785222874,0.509672499241703,0.017001201389474252,1.2021664790815398,2.688125967497902,True,False,direct-two-arm,0.007884502410888672,,
"Beta(2,2)",0.5,0.05,5000,4,Probit-STaR,0.4930592888547978,0.5107571702907856,0.017697881435987828,1.2514291976022507,2.7982807548666493,True,False,randomized,0.02012038230895996,0.5966766940209972,0.7730447546210951
"Beta(2,2)",0.5,0.05,5000,4,Gaffke,0.49323670782528994,0.509758950595152,0.016522242769862028,1.1682989902979846,2.612395960350661,True,False,bspline-exact,0.40082621574401855,,
"Beta(2,2)",0.5,0.05,10000,4,STaR,0.4940757210883652,0.5060339968577627,0.011958275769397508,1.1958275769397508,2.673951751406143,True,False,direct-two-arm,0.014881134033203125,,
"Beta(2,2)",0.5,0.05,10000,4,Probit-STaR,0.494373012208246,0.506448525378359,0.012075513170113072,1.2075513170113072,2.700166831156681,True,False,randomized,0.038573265075683594,0.2917459781647429,0.8594410462080098
"Beta(2,2)",0.5,0.05,10000,4,Gaffke,0.494095781228543,0.5056500103171898,0.011554229088646839,1.155422908864684,2.583604166981978,True,False,cornish-fisher,0.027901887893676758,,
"Beta(2,2)",0.5,0.05,50000,4,STaR,0.498166086327571,0.5033052444782173,0.005139158150646361,1.149150697196737,2.5695790753231806,True,False,direct-two-arm,0.09573769569396973,,
"Beta(2,2)",0.5,0.05,50000,4,Probit-STaR,0.4985405806303821,0.5033046172777268,0.004764036647344705,1.0652709790762953,2.3820183236723524,True,False,randomized,0.17980384826660156,0.1052148651296585,0.07828271257288488
"Beta(2,2)",0.5,0.05,50000,4,Gaffke,0.49833060180236594,0.5034848668122999,0.005154265009933934,1.1525286936260906,2.577132504966967,True,False,cornish-fisher,0.013451337814331055,,
"Beta(2,2)",0.5,0.05,100000,4,STaR,0.4979560470909052,0.5016728664352927,0.0037168193443875563,1.1753614779638453,2.6281881628617794,True,False,direct-two-arm,0.15115976333618164,,
"Beta(2,2)",0.5,0.05,100000,4,Probit-STaR,0.4979415803456109,0.5017469432190622,0.00380536287345129,1.2033614003549167,2.6907978926929332,True,False,randomized,0.34955406188964844,0.5072788159607025,0.8966072901687882
"Beta(2,2)",0.5,0.05,100000,4,Gaffke,0.4979564985254354,0.5015946359257204,0.003638137400285013,1.1504800625544362,2.57255162662993,True,False,cornish-fisher,0.018224716186523438,,
"Beta(2,2)",0.5,0.05,500000,4,STaR,0.4996950341434315,0.5012944882272856,0.0015994540838540905,1.1309848288897442,2.528958958918436,True,False,direct-two-arm,0.623854398727417,,
"Beta(2,2)",0.5,0.05,500000,4,Probit-STaR,0.49954431245902875,0.5012562294193621,0.0017119169603333484,1.2105080914799726,2.7067783798627527,True,False,randomized,1.8046848773956299,0.841547037328412,0.8540272809103956
"Beta(2,2)",0.5,0.05,500000,4,Gaffke,0.4995838450391143,0.5012142749835545,0.001630429944440237,1.1528880699632975,2.577936094886467,True,False,cornish-fisher,0.015559911727905273,,
"Beta(2,2)",0.5,0.05,1000000,4,STaR,0.49968554398537657,0.5008701563848792,0.001184612399502627,1.184612399502627,2.648873852277012,True,False,direct-two-arm,1.2159276008605957,,
"Beta(2,2)",0.5,0.05,1000000,4,Probit-STaR,0.49968852653995666,0.5007982836488838,0.001109757108927134,1.109757108927134,2.4814923340747104,True,False,randomized,3.633491039276123,0.39019090188162486,0.030286342937503874
"Beta(2,2)",0.5,0.05,1000000,4,Gaffke,0.4996850803976824,0.5008377260135553,0.0011526456158728604,1.1526456158728604,2.5773939510588266,True,False,cornish-fisher,0.0397489070892334,,
"Beta(2,2)",0.5,0.05,10,5,STaR,0.12111996849095402,0.7447993783711331,0.623679409880179,1.9722474649710882,4.410079400126989,True,False,direct-two-arm,0.0003757476806640625,,
