distribution,true_mean,true_variance,replication,n,sampling_fraction,method,lower,upper,width,normalized_width
"Beta(50,50)",0.5,0.0024752475247524753,19,75,0.0075,aGRAPA,0.4639603310234376,0.5453087628519953,0.08134843182855767,3.61237154742711
"Beta(50,50)",0.5,0.0024752475247524753,19,125,0.0125,aGRAPA,0.47737683144808624,0.528540746156978,0.051163914708891756,2.933130383479711
"Beta(50,50)",0.5,0.0024752475247524753,19,200,0.02,aGRAPA,0.48642626856535315,0.5201996598509153,0.03377339128556217,2.449076016386756
"Beta(50,50)",0.5,0.0024752475247524753,19,350,0.035,aGRAPA,0.49342333385269227,0.5145418027171016,0.021118468864409323,2.025858209830004
"Beta(50,50)",0.5,0.0024752475247524753,19,500,0.05,aGRAPA,0.492421271889283,0.5083838730678336,0.01596260117855064,1.830211420786339
"Beta(50,50)",0.5,0.0024752475247524753,19,1000,0.1,aGRAPA,0.495646098499028,0.5053520530332261,0.009705954534198036,1.5738047381608018
"Beta(50,50)",0.5,0.0024752475247524753,19,2000,0.2,aGRAPA,0.4972686831850248,0.5036193651701099,0.006350681985085038,1.456290308687652
"Beta(50,50)",0.5,0.0024752475247524753,19,5000,0.5,aGRAPA,0.49727745113598937,0.5014348870637024,0.00415743592771306,1.5073814373772028
"Beta(50,50)",0.5,0.0024752475247524753,19,10000,1.0,aGRAPA,0.4980951382720715,0.5012511323468527,0.0031559940747811766,1.6182617722941708
"Beta(50,50)",0.5,0.0024752475247524753,19,10,0.001,PRECiSE-A-CO96,0.11706501612701825,0.8989892459220254,0.7819242297950072,12.678774183396655
"Beta(50,50)",0.5,0.0024752475247524753,19,20,0.002,PRECiSE-A-CO96,0.3016095086185927,0.7110647822648293,0.4094552736462366,9.389318316559988
"Beta(50,50)",0.5,0.0024752475247524753,19,40,0.004,PRECiSE-A-CO96,0.4093343047216301,0.6084038441699198,0.19906953944828965,6.455760395401301
"Beta(50,50)",0.5,0.0024752475247524753,19,75,0.0075,PRECiSE-A-CO96,0.44904261411298685,0.5602762688724024,0.1112336547594156,4.939459563474752
"Beta(50,50)",0.5,0.0024752475247524753,19,125,0.0125,PRECiSE-A-CO96,0.46666918413470115,0.5390665787008905,0.07239739456618932,4.1504055914227065
"Beta(50,50)",0.5,0.0024752475247524753,19,200,0.02,PRECiSE-A-CO96,0.47836969353296155,0.528058062690303,0.04968836915734143,3.6031499522121715
"Beta(50,50)",0.5,0.0024752475247524753,19,350,0.035,PRECiSE-A-CO96,0.4869657840537933,0.5207547783020349,0.033788994248241555,3.2413198058624273
"Beta(50,50)",0.5,0.0024752475247524753,19,500,0.05,PRECiSE-A-CO96,0.48681259386318776,0.513423265441695,0.026610671578507272,3.051078861960301
"Beta(50,50)",0.5,0.0024752475247524753,19,1000,0.1,PRECiSE-A-CO96,0.4916496028493019,0.5087074076156046,0.017057804766302698,2.7658952933728367
"Beta(50,50)",0.5,0.0024752475247524753,19,2000,0.2,PRECiSE-A-CO96,0.4945925501540601,0.5059429409847708,0.011350390830710655,2.6027856859155545
"Beta(50,50)",0.5,0.0024752475247524753,19,5000,0.5,PRECiSE-A-CO96,0.4958641872970132,0.5025292239958461,0.0066650366988328935,2.4165742476721928
"Beta(50,50)",0.5,0.0024752475247524753,19,10000,1.0,PRECiSE-A-CO96,0.49732321119319955,0.5019175646829743,0.004594353489774772,2.3557923255683977
"Beta(50,50)",0.5,0.0024752475247524753,19,10,0.001,Hedged-CS,0.27198296785354614,0.7442981004714966,0.47231513261795044,7.658513039599729
"Beta(50,50)",0.5,0.0024752475247524753,19,20,0.002,Hedged-CS,0.3616762161254883,0.6526208519935608,0.2909446358680725,6.6717221012548995
"Beta(50,50)",0.5,0.0024752475247524753,19,40,0.004,Hedged-CS,0.4265577793121338,0.591199517250061,0.16464173793792725,5.339277993787727
"Beta(50,50)",0.5,0.0024752475247524753,19,75,0.0075,Hedged-CS,0.4575200080871582,0.551705002784729,0.0941849946975708,4.182394022752859
"Beta(50,50)",0.5,0.0024752475247524753,19,125,0.0125,Hedged-CS,0.4733304977416992,0.531917154788971,0.05858665704727173,3.3586621514321697
"Beta(50,50)",0.5,0.0024752475247524753,19,200,0.02,Hedged-CS,0.484332799911499,0.5223155617713928,0.0379827618598938,2.7543183425278914
"Beta(50,50)",0.5,0.0024752475247524753,19,350,0.035,Hedged-CS,0.4923366904258728,0.515291690826416,0.022955000400543213,2.2020335052065905
"Beta(50,50)",0.5,0.0024752475247524753,19,500,0.05,Hedged-CS,0.4932476282119751,0.508952260017395,0.015704631805419922,1.8006336290695755
"Beta(50,50)",0.5,0.0024752475247524753,19,1000,0.1,Hedged-CS,0.4952828884124756,0.5057874321937561,0.010504543781280518,1.7032946854374322
"Beta(50,50)",0.5,0.0024752475247524753,19,2000,0.2,Hedged-CS,0.49683064222335815,0.5039634108543396,0.007132768630981445,1.635632496762547
"Beta(50,50)",0.5,0.0024752475247524753,19,5000,0.5,Hedged-CS,0.49730992317199707,0.5017842054367065,0.004474282264709473,1.6222619298715462
"Beta(50,50)",0.5,0.0024752475247524753,19,10000,1.0,Hedged-CS,0.4981604218482971,0.501322865486145,0.0031624436378479004,1.6215688385026532
"Beta(50,50)",0.5,0.0024752475247524753,20,10,0.001,Stitched GE,0.2573060989379883,0.706127941608429,0.4488218426704407,7.277573164968105
"Beta(50,50)",0.5,0.0024752475247524753,20,20,0.002,Stitched GE,0.37437134981155396,0.6260233521461487,0.2516520023345947,5.770693179447647
"Beta(50,50)",0.5,0.0024752475247524753,20,40,0.004,Stitched GE,0.4411025643348694,0.5751809477806091,0.13407838344573975,4.348118351644044
"Beta(50,50)",0.5,0.0024752475247524753,20,75,0.0075,Stitched GE,0.46988803148269653,0.5447499752044678,0.07486194372177124,3.3243315133049784
"Beta(50,50)",0.5,0.0024752475247524753,20,125,0.0125,Stitched GE,0.4837929606437683,0.5316950082778931,0.047902047634124756,2.7461337183826897
"Beta(50,50)",0.5,0.0024752475247524753,20,200,0.02,Stitched GE,0.4876517653465271,0.5199220776557922,0.03227031230926514,2.3400803090721083
"Beta(50,50)",0.5,0.0024752475247524753,20,350,0.035,Stitched GE,0.49542105197906494,0.5169875025749207,0.021566450595855713,2.0688323228839107
"Beta(50,50)",0.5,0.0024752475247524753,20,500,0.05,Stitched GE,0.49716973304748535,0.5138458609580994,0.016676127910614014,1.9120216946540791
"Beta(50,50)",0.5,0.0024752475247524753,20,1000,0.1,Stitched GE,0.4966815710067749,0.5070615410804749,0.010379970073699951,1.6830952614086288
"Beta(50,50)",0.5,0.0024752475247524753,20,2000,0.2,Stitched GE,0.4982525706291199,0.5054559707641602,0.007203400135040283,1.6518291784875163
"Beta(50,50)",0.5,0.0024752475247524753,20,5000,0.5,Stitched GE,0.4990304708480835,0.5036228895187378,0.004592418670654297,1.6650952118501436
"Beta(50,50)",0.5,0.0024752475247524753,20,10000,1.0,Stitched GE,0.49893689155578613,0.5015621781349182,0.00262528657913208,1.3461371636513442
"Beta(50,50)",0.5,0.0024752475247524753,20,10,0.001,aGRAPA,0.2645224130066426,0.7039248319656362,0.43940241895899357,7.124838741830355
"Beta(50,50)",0.5,0.0024752475247524753,20,20,0.002,aGRAPA,0.3700511991716089,0.628794521958877,0.2587433227872681,5.933305970881391
"Beta(50,50)",0.5,0.0024752475247524753,20,40,0.004,aGRAPA,0.4349296813032473,0.5786966165160863,0.143766935212839,4.662314933201324
"Beta(50,50)",0.5,0.0024752475247524753,20,75,0.0075,aGRAPA,0.4653325556295583,0.5471427535836512,0.08181019795409289,3.632876808265629
"Beta(50,50)",0.5,0.0024752475247524753,20,125,0.0125,aGRAPA,0.48079684376562337,0.5325717004338115,0.05177485666818815,2.968154529570773
"Beta(50,50)",0.5,0.0024752475247524753,20,200,0.02,aGRAPA,0.48614935297095296,0.5204244991236792,0.0342751461527262,2.485460748997309
"Beta(50,50)",0.5,0.0024752475247524753,20,350,0.035,aGRAPA,0.49539715779389826,0.5168874373789271,0.021490279585028804,2.0615253694951257
"Beta(50,50)",0.5,0.0024752475247524753,20,500,0.05,aGRAPA,0.4972364645523794,0.5132693132666432,0.016032848714263748,1.8382657372919087
"Beta(50,50)",0.5,0.0024752475247524753,20,1000,0.1,aGRAPA,0.4971202268471821,0.5069570236347046,0.009836796787522528,1.595020596684369
"Beta(50,50)",0.5,0.0024752475247524753,20,2000,0.2,aGRAPA,0.4989521763716876,0.5053434213664935,0.006391244994805867,1.465591910954366
"Beta(50,50)",0.5,0.0024752475247524753,20,5000,0.5,aGRAPA,0.4993212228203495,0.503597585577102,0.004276362756752472,1.5505013068393292
"Beta(50,50)",0.5,0.0024752475247524753,20,10000,1.0,aGRAPA,0.49864690929825467,0.5015948198240544,0.002947910525799735,1.5115652307985041
"Beta(50,50)",0.5,0.0024752475247524753,20,10,0.001,PRECiSE-A-CO96,0.09669889015310074,0.8782081650541591,0.7815092749010584,12.672045757295763
"Beta(50,50)",0.5,0.0024752475247524753,20,20,0.002,PRECiSE-A-CO96,0.2890366409228393,0.710065196019595,0.42102855509675563,9.654708044083556
"Beta(50,50)",0.5,0.0024752475247524753,20,40,0.004,PRECiSE-A-CO96,0.4052915726354721,0.6081321539965079,0.20284058136103578,6.578054057692255
"Beta(50,50)",0.5,0.0024752475247524753,20,75,0.0075,PRECiSE-A-CO96,0.45170729621759564,0.5612188549881899,0.10951155877059426,4.862987892022411
"Beta(50,50)",0.5,0.0024752475247524753,20,125,0.0125,PRECiSE-A-CO96,0.4710160496632912,0.542945007220748,0.07192895755745682,4.123550984403732
"Beta(50,50)",0.5,0.0024752475247524753,20,200,0.02,PRECiSE-A-CO96,0.4781630226853472,0.5286686687792959,0.05050564609394864,3.6624147541169307
"Beta(50,50)",0.5,0.0024752475247524753,20,350,0.035,PRECiSE-A-CO96,0.4887062388211534,0.5236448522122984,0.03493861339114501,3.3516007828490535
"Beta(50,50)",0.5,0.0024752475247524753,20,500,0.05,PRECiSE-A-CO96,0.4916750315664014,0.5187409849569679,0.027065953390566444,3.1032797509499144
"Beta(50,50)",0.5,0.0024752475247524753,20,1000,0.1,PRECiSE-A-CO96,0.49314379666711916,0.5103398013478009,0.01719600468068172,2.7883041846670196
"Beta(50,50)",0.5,0.0024752475247524753,20,2000,0.2,PRECiSE-A-CO96,0.49637536524725656,0.5076261119041006,0.011250746656844002,2.5799360384194276
"Beta(50,50)",0.5,0.0024752475247524753,20,5000,0.5,PRECiSE-A-CO96,0.4980610681249453,0.5046959470905298,0.0066348789655844564,2.405639814025473
"Beta(50,50)",0.5,0.0024752475247524753,20,10000,1.0,PRECiSE-A-CO96,0.49771103513568,0.5023150469074085,0.004604011771728478,2.360744688627826
"Beta(50,50)",0.5,0.0024752475247524753,20,10,0.001,Hedged-CS,0.2505560517311096,0.7239435315132141,0.4733874797821045,7.675900974418016
"Beta(50,50)",0.5,0.0024752475247524753,20,20,0.002,Hedged-CS,0.3533157706260681,0.6458644270896912,0.29254865646362305,6.7085042870692995
"Beta(50,50)",0.5,0.0024752475247524753,20,40,0.004,Hedged-CS,0.4241407513618469,0.5893468856811523,0.16520613431930542,5.357581184804831
"Beta(50,50)",0.5,0.0024752475247524753,20,75,0.0075,Hedged-CS,0.45945435762405396,0.5532258152961731,0.09377145767211914,4.164030431089561
"Beta(50,50)",0.5,0.0024752475247524753,20,125,0.0125,Hedged-CS,0.47746598720550537,0.5363972783088684,0.05893129110336304,3.3784193695194635
"Beta(50,50)",0.5,0.0024752475247524753,20,200,0.02,Hedged-CS,0.48456281423568726,0.5226083397865295,0.038045525550842285,2.758869648877383
"Beta(50,50)",0.5,0.0024752475247524753,20,350,0.035,Hedged-CS,0.49459606409072876,0.5174785852432251,0.022882521152496338,2.1950806962391978
"Beta(50,50)",0.5,0.0024752475247524753,20,500,0.05,Hedged-CS,0.49683862924575806,0.5140025019645691,0.017163872718811035,1.9679446678842156
"Beta(50,50)",0.5,0.0024752475247524753,20,1000,0.1,Hedged-CS,0.4968975782394409,0.5077266693115234,0.01082909107208252,1.7559195006703676
"Beta(50,50)",0.5,0.0024752475247524753,20,2000,0.2,Hedged-CS,0.498527467250824,0.5058314204216003,0.007303953170776367,1.6748872393061014
"Beta(50,50)",0.5,0.0024752475247524753,20,5000,0.5,Hedged-CS,0.49937903881073,0.5038881301879883,0.004509091377258301,1.6348828363677625
"Beta(50,50)",0.5,0.0024752475247524753,20,10000,1.0,Hedged-CS,0.49937903881073,0.5023699402809143,0.002990901470184326,1.5336091891215984
"Beta(50,50)",0.5,0.0024752475247524753,21,10,0.001,Stitched GE,0.2717639207839966,0.7182000875473022,0.44643616676330566,7.238889818233519
"Beta(50,50)",0.5,0.0024752475247524753,21,20,0.002,Stitched GE,0.37182527780532837,0.6180415153503418,0.24621623754501343,5.646044336977434
"Beta(50,50)",0.5,0.0024752475247524753,21,40,0.004,Stitched GE,0.43157410621643066,0.562646210193634,0.13107210397720337,4.250625686597081
"Beta(50,50)",0.5,0.0024752475247524753,21,75,0.0075,Stitched GE,0.4682106375694275,0.5422345995903015,0.07402396202087402,3.2871199631184265
"Beta(50,50)",0.5,0.0024752475247524753,21,125,0.0125,Stitched GE,0.4780890941619873,0.5254667401313782,0.04737764596939087,2.716070763569129
"Beta(50,50)",0.5,0.0024752475247524753,21,200,0.02,Stitched GE,0.4821332097053528,0.5142555832862854,0.03212237358093262,2.329352538550324
"Beta(50,50)",0.5,0.0024752475247524753,21,350,0.035,Stitched GE,0.48802417516708374,0.5092613101005554,0.02123713493347168,2.037241640692427
"Beta(50,50)",0.5,0.0024752475247524753,21,500,0.05,Stitched GE,0.4905567765235901,0.507037341594696,0.016480565071105957,1.8895991998272335
"Beta(50,50)",0.5,0.0024752475247524753,21,1000,0.1,Stitched GE,0.49347758293151855,0.5043479204177856,0.01087033748626709,1.7626075396311005
"Beta(50,50)",0.5,0.0024752475247524753,21,2000,0.2,Stitched GE,0.49612218141555786,0.503339946269989,0.007217764854431152,1.6551231871758856
"Beta(50,50)",0.5,0.0024752475247524753,21,5000,0.5,Stitched GE,0.4974520206451416,0.501981794834137,0.004529774188995361,1.6423819023852062
"Beta(50,50)",0.5,0.0024752475247524753,21,10000,1.0,Stitched GE,0.4976165294647217,0.5008139610290527,0.0031974315643310547,1.6395091839462528
"Beta(50,50)",0.5,0.0024752475247524753,21,10,0.001,aGRAPA,0.2769744048477237,0.7154958725086829,0.4385214676609592,7.110554259845091
"Beta(50,50)",0.5,0.0024752475247524753,21,20,0.002,aGRAPA,0.36741161835369085,0.6247499791935829,0.25733836083989203,5.90108844726985
"Beta(50,50)",0.5,0.0024752475247524753,21,40,0.004,aGRAPA,0.42670570513398803,0.5690714453965988,0.14236574026261078,4.616874636855687
"Beta(50,50)",0.5,0.0024752475247524753,21,75,0.0075,aGRAPA,0.46436149235079727,0.5453389609011281,0.08097746855033083,3.5958984924304125
"Beta(50,50)",0.5,0.0024752475247524753,21,125,0.0125,aGRAPA,0.47588696999721136,0.5270015153776597,0.05111454538044835,2.930300133329908
"Beta(50,50)",0.5,0.0024752475247524753,21,200,0.02,aGRAPA,0.4806873990358195,0.5145263667655758,0.033838967729756364,2.4538312894168763
"Beta(50,50)",0.5,0.0024752475247524753,21,350,0.035,aGRAPA,0.48833102998625866,0.5094916439351356,0.021160613948876916,2.029901114925105
"Beta(50,50)",0.5,0.0024752475247524753,21,500,0.05,aGRAPA,0.4912188609739717,0.5070273545676764,0.01580849359370473,1.8125420285200096
"Beta(50,50)",0.5,0.0024752475247524753,21,1000,0.1,aGRAPA,0.4943174733612375,0.5038846892802881,0.009567215919050576,1.5513084974133704
"Beta(50,50)",0.5,0.0024752475247524753,21,2000,0.2,aGRAPA,0.4963939389012724,0.5028524902602948,0.0064585513590223464,1.4810260967869522
"Beta(50,50)",0.5,0.0024752475247524753,21,5000,0.5,aGRAPA,0.49737550628709254,0.5017300170846716,0.0043545107975790365,1.5788358159352176
"Beta(50,50)",0.5,0.0024752475247524753,21,10000,1.0,aGRAPA,0.497638453997891,0.5008755713571182,0.0032371173592272706,1.659858399838905
"Beta(50,50)",0.5,0.0024752475247524753,21,10,0.001,PRECiSE-A-CO96,0.10652231847128693,0.8887086712297478,0.7821863527584609,12.68302446460713
"Beta(50,50)",0.5,0.0024752475247524753,21,20,0.002,PRECiSE-A-CO96,0.29316191022752447,0.7008948989849413,0.4077329887574168,9.349824183516041
"Beta(50,50)",0.5,0.0024752475247524753,21,40,0.004,PRECiSE-A-CO96,0.399975720787926,0.5962077977868396,0.19623207699891365,6.363742411359708
"Beta(50,50)",0.5,0.0024752475247524753,21,75,0.0075,PRECiSE-A-CO96,0.4507425178432021,0.5589284421995829,0.10818592435638086,4.804121557016877
"Beta(50,50)",0.5,0.0024752475247524753,21,125,0.0125,PRECiSE-A-CO96,0.46606474385990404,0.5370514625317955,0.07098671867189144,4.0695342126325995
"Beta(50,50)",0.5,0.0024752475247524753,21,200,0.02,PRECiSE-A-CO96,0.4722308297101984,0.5232551800152647,0.0510243503050663,3.7000285676752434
"Beta(50,50)",0.5,0.0024752475247524753,21,350,0.035,PRECiSE-A-CO96,0.481836865756894,0.5159734566936516,0.03413659093675758,3.27466415528762
"Beta(50,50)",0.5,0.0024752475247524753,21,500,0.05,PRECiSE-A-CO96,0.4857279614045887,0.5123053721084319,0.026577410703843174,3.0472652959885234
"Beta(50,50)",0.5,0.0024752475247524753,21,1000,0.1,PRECiSE-A-CO96,0.49030850908597134,0.5075722851967361,0.017263776110764795,2.799293211805038
"Beta(50,50)",0.5,0.0024752475247524753,21,2000,0.2,PRECiSE-A-CO96,0.49401972097970215,0.5053185524998811,0.011298831520178965,2.590962495205287
"Beta(50,50)",0.5,0.0024752475247524753,21,5000,0.5,PRECiSE-A-CO96,0.496193133152828,0.5028730208447563,0.006679887691928288,2.4219588432998465
"Beta(50,50)",0.5,0.0024752475247524753,21,10000,1.0,PRECiSE-A-CO96,0.4969394935820499,0.5015387276818003,0.004599234099750382,2.35829489824815
"Beta(50,50)",0.5,0.0024752475247524753,21,10,0.001,Hedged-CS,0.26114749908447266,0.7339840531349182,0.47283655405044556,7.666967803303268
"Beta(50,50)",0.5,0.0024752475247524753,21,20,0.002,Hedged-CS,0.35126590728759766,0.641977846622467,0.2907119393348694,6.666386080541458
"Beta(50,50)",0.5,0.0024752475247524753,21,40,0.004,Hedged-CS,0.4159567356109619,0.5801920890808105,0.16423535346984863,5.326099077708456
"Beta(50,50)",0.5,0.0024752475247524753,21,75,0.0075,Hedged-CS,0.45793455839157104,0.5514848828315735,0.09355032444000244,4.154210753218297
"Beta(50,50)",0.5,0.0024752475247524753,21,125,0.0125,Hedged-CS,0.4721546173095703,0.53068608045578,0.05853146314620972,3.3554979895593173
"Beta(50,50)",0.5,0.0024752475247524753,21,200,0.02,Hedged-CS,0.47974228858947754,0.5170173645019531,0.037275075912475586,2.7030005264903645
"Beta(50,50)",0.5,0.0024752475247524753,21,350,0.035,Hedged-CS,0.4876765012741089,0.5103066563606262,0.022630155086517334,2.170871655805036
"Beta(50,50)",0.5,0.0024752475247524753,21,500,0.05,Hedged-CS,0.4903045892715454,0.5070735216140747,0.016768932342529297,1.922662299483521
"Beta(50,50)",0.5,0.0024752475247524753,21,1000,0.1,Hedged-CS,0.49349385499954224,0.5043291449546814,0.01083528995513916,1.7569246394737148
"Beta(50,50)",0.5,0.0024752475247524753,21,2000,0.2,Hedged-CS,0.4960784316062927,0.5031863451004028,0.007107913494110107,1.6299329049656592
"Beta(50,50)",0.5,0.0024752475247524753,21,5000,0.5,Hedged-CS,0.4974011182785034,0.5018709897994995,0.004469871520996094,1.6206627054182585
"Beta(50,50)",0.5,0.0024752475247524753,21,10000,1.0,Hedged-CS,0.4976797103881836,0.5009962916374207,0.0033165812492370605,1.7006041593155123
"Beta(50,50)",0.5,0.0024752475247524753,22,10,0.001,Stitched GE,0.2944689393043518,0.7396646738052368,0.445195734500885,7.218776410890771
"Beta(50,50)",0.5,0.0024752475247524753,22,20,0.002,Stitched GE,0.38195347785949707,0.6280362010002136,0.24608272314071655,5.64298268574841
"Beta(50,50)",0.5,0.0024752475247524753,22,40,0.004,Stitched GE,0.4448402523994446,0.5761292576789856,0.13128900527954102,4.257659725261274
"Beta(50,50)",0.5,0.0024752475247524753,22,75,0.0075,Stitched GE,0.468872606754303,0.5433516502380371,0.07447904348373413,3.307328383751069
"Beta(50,50)",0.5,0.0024752475247524753,22,125,0.0125,Stitched GE,0.47919023036956787,0.527495801448822,0.04830557107925415,2.7692669536734162
"Beta(50,50)",0.5,0.0024752475247524753,22,200,0.02,Stitched GE,0.4855867624282837,0.5179105401039124,0.03232377767562866,2.3439573478142677
"Beta(50,50)",0.5,0.0024752475247524753,22,350,0.035,Stitched GE,0.4918516278266907,0.5129334330558777,0.02108180522918701,2.022341130685005
"Beta(50,50)",0.5,0.0024752475247524753,22,500,0.05,Stitched GE,0.49317246675491333,0.5090643167495728,0.015891849994659424,1.8220993578873512
