distribution,true_mean,true_variance,replication,n,sampling_fraction,method,lower,upper,width,normalized_width
"Beta(50,50)",0.5,0.0024752475247524753,15,20,0.002,PRECiSE-A-CO96,0.2930419781692211,0.698933291600363,0.4058913134311419,9.307592279356736
"Beta(50,50)",0.5,0.0024752475247524753,15,40,0.004,PRECiSE-A-CO96,0.4075466788458394,0.6051141285705035,0.1975674497246641,6.407048114381332
"Beta(50,50)",0.5,0.0024752475247524753,15,75,0.0075,PRECiSE-A-CO96,0.4466054895505314,0.5579460322213119,0.11134054267078047,4.944206045258102
"Beta(50,50)",0.5,0.0024752475247524753,15,125,0.0125,PRECiSE-A-CO96,0.46165161178516434,0.5343587887576489,0.07270717697248452,4.168164830396929
"Beta(50,50)",0.5,0.0024752475247524753,15,200,0.02,PRECiSE-A-CO96,0.47296905747789175,0.5231406406375844,0.05017158315969261,3.638190194808314
"Beta(50,50)",0.5,0.0024752475247524753,15,350,0.035,PRECiSE-A-CO96,0.4802985445286517,0.5137347860722359,0.033436241543584155,3.2074808487222017
"Beta(50,50)",0.5,0.0024752475247524753,15,500,0.05,PRECiSE-A-CO96,0.48508835932847694,0.5112590312464917,0.02617067191801481,3.000630166614989
"Beta(50,50)",0.5,0.0024752475247524753,15,1000,0.1,PRECiSE-A-CO96,0.4909196650219063,0.5076837173622392,0.016764052340332847,2.718263815375626
"Beta(50,50)",0.5,0.0024752475247524753,15,2000,0.2,PRECiSE-A-CO96,0.49549604544006515,0.5065888506778657,0.011092805237800596,2.5437181080564404
"Beta(50,50)",0.5,0.0024752475247524753,15,5000,0.5,PRECiSE-A-CO96,0.4971763387268646,0.5038316983313202,0.006655359604455624,2.4130655772595455
"Beta(50,50)",0.5,0.0024752475247524753,15,10000,1.0,PRECiSE-A-CO96,0.4976131431962858,0.5021806171570373,0.0045674739607515225,2.3420096272347157
"Beta(50,50)",0.5,0.0024752475247524753,15,10,0.001,Hedged-CS,0.2586759328842163,0.7322666645050049,0.4735907316207886,7.679196669917452
"Beta(50,50)",0.5,0.0024752475247524753,15,20,0.002,Hedged-CS,0.3502153158187866,0.640685498714447,0.2904701828956604,6.66084230492319
"Beta(50,50)",0.5,0.0024752475247524753,15,40,0.004,Hedged-CS,0.42414766550064087,0.5885705351829529,0.164422869682312,5.332180167468706
"Beta(50,50)",0.5,0.0024752475247524753,15,75,0.0075,Hedged-CS,0.4553448557853699,0.5493735671043396,0.09402871131896973,4.175454077906913
"Beta(50,50)",0.5,0.0024752475247524753,15,125,0.0125,Hedged-CS,0.4695858955383301,0.5275746583938599,0.057988762855529785,3.3243860091572404
"Beta(50,50)",0.5,0.0024752475247524753,15,200,0.02,Hedged-CS,0.4789588451385498,0.5172504782676697,0.03829163312911987,2.776716129330423
"Beta(50,50)",0.5,0.0024752475247524753,15,350,0.035,Hedged-CS,0.4855286478996277,0.5084882378578186,0.022959589958190918,2.2024737735375846
"Beta(50,50)",0.5,0.0024752475247524753,15,500,0.05,Hedged-CS,0.4896731972694397,0.5065501928329468,0.01687699556350708,1.9350524193009764
"Beta(50,50)",0.5,0.0024752475247524753,15,1000,0.1,Hedged-CS,0.4940427541732788,0.5044128894805908,0.010370135307312012,1.6815005700379337
"Beta(50,50)",0.5,0.0024752475247524753,15,2000,0.2,Hedged-CS,0.4968690872192383,0.5036320686340332,0.006762981414794922,1.5508356921872652
"Beta(50,50)",0.5,0.0024752475247524753,15,5000,0.5,Hedged-CS,0.4980507493019104,0.5025056600570679,0.004454910755157471,1.6152383089618367
"Beta(50,50)",0.5,0.0024752475247524753,15,10000,1.0,Hedged-CS,0.4983178973197937,0.5014952421188354,0.003177344799041748,1.6292095307699443
"Beta(50,50)",0.5,0.0024752475247524753,16,10,0.001,Stitched GE,0.2701675295829773,0.7141026854515076,0.4439351558685303,7.198336333436935
"Beta(50,50)",0.5,0.0024752475247524753,16,20,0.002,Stitched GE,0.3747144937515259,0.6188428401947021,0.24412834644317627,5.598166399074991
"Beta(50,50)",0.5,0.0024752475247524753,16,40,0.004,Stitched GE,0.44568854570388794,0.5759361386299133,0.1302475929260254,4.223887061468809
"Beta(50,50)",0.5,0.0024752475247524753,16,75,0.0075,Stitched GE,0.46320754289627075,0.5387973785400391,0.07558983564376831,3.356654399063437
"Beta(50,50)",0.5,0.0024752475247524753,16,125,0.0125,Stitched GE,0.47738581895828247,0.5260439515113831,0.048658132553100586,2.789478635615018
"Beta(50,50)",0.5,0.0024752475247524753,16,200,0.02,Stitched GE,0.4866669178009033,0.5201950073242188,0.03352808952331543,2.4312879696485323
"Beta(50,50)",0.5,0.0024752475247524753,16,350,0.035,Stitched GE,0.49033480882644653,0.5119646787643433,0.02162986993789673,2.074916030730379
"Beta(50,50)",0.5,0.0024752475247524753,16,500,0.05,Stitched GE,0.49408119916915894,0.5110145807266235,0.0169333815574646,1.9415174239051203
"Beta(50,50)",0.5,0.0024752475247524753,16,1000,0.1,Stitched GE,0.49565213918685913,0.5063594579696655,0.010707318782806396,1.7361743220623076
"Beta(50,50)",0.5,0.0024752475247524753,16,2000,0.2,Stitched GE,0.4971998929977417,0.5045113563537598,0.007311463356018066,1.6766094181224271
"Beta(50,50)",0.5,0.0024752475247524753,16,5000,0.5,Stitched GE,0.498596727848053,0.5032442808151245,0.004647552967071533,1.68508551751624
"Beta(50,50)",0.5,0.0024752475247524753,16,10000,1.0,Stitched GE,0.49913930892944336,0.5023028254508972,0.0031635165214538574,1.6221189683458983
"Beta(50,50)",0.5,0.0024752475247524753,16,10,0.001,aGRAPA,0.2743517529547482,0.7118851331720951,0.43753338021734695,7.094532582688094
"Beta(50,50)",0.5,0.0024752475247524753,16,20,0.002,aGRAPA,0.36922483906361414,0.6255656499514655,0.2563408108878513,5.87821338706371
"Beta(50,50)",0.5,0.0024752475247524753,16,40,0.004,aGRAPA,0.4385302143593048,0.5806534829860536,0.1421232686267488,4.609011360594817
"Beta(50,50)",0.5,0.0024752475247524753,16,75,0.0075,aGRAPA,0.4602087780775171,0.5415721557090909,0.08136337763157381,3.6130352331596476
"Beta(50,50)",0.5,0.0024752475247524753,16,125,0.0125,aGRAPA,0.47564570153641766,0.5270777062243363,0.05143200468791859,2.948499474517097
"Beta(50,50)",0.5,0.0024752475247524753,16,200,0.02,aGRAPA,0.48614456051158494,0.5202147101722113,0.03407014966062638,2.4705954371901493
"Beta(50,50)",0.5,0.0024752475247524753,16,350,0.035,aGRAPA,0.49079303180319317,0.5118080567170826,0.021015024913889457,2.015935010484284
"Beta(50,50)",0.5,0.0024752475247524753,16,500,0.05,aGRAPA,0.4944255755943426,0.5103514999660422,0.01592592437169965,1.8260061969618626
"Beta(50,50)",0.5,0.0024752475247524753,16,1000,0.1,aGRAPA,0.49636959579389567,0.5061112606573002,0.009741664863404498,1.5795951099483876
"Beta(50,50)",0.5,0.0024752475247524753,16,2000,0.2,aGRAPA,0.49773357200117724,0.5041702294000948,0.006436657398917578,1.4760055396256506
"Beta(50,50)",0.5,0.0024752475247524753,16,5000,0.5,aGRAPA,0.4986996214660276,0.5031023721374775,0.004402750671449962,1.5963263778293248
"Beta(50,50)",0.5,0.0024752475247524753,16,10000,1.0,aGRAPA,0.499124641519537,0.5023545674004706,0.0032299258809335707,1.656170910530236
"Beta(50,50)",0.5,0.0024752475247524753,16,10,0.001,PRECiSE-A-CO96,0.10350231637367473,0.8855811059169109,0.7820787895432362,12.681280344570547
"Beta(50,50)",0.5,0.0024752475247524753,16,20,0.002,PRECiSE-A-CO96,0.2966555199151705,0.6991274627571633,0.40247194284199284,9.229181861979765
"Beta(50,50)",0.5,0.0024752475247524753,16,40,0.004,PRECiSE-A-CO96,0.41183497592405555,0.6066260553214731,0.19479107939741752,6.317011327983573
"Beta(50,50)",0.5,0.0024752475247524753,16,75,0.0075,PRECiSE-A-CO96,0.4447062098790295,0.55708524651111,0.11237903663208054,4.9903215751294265
"Beta(50,50)",0.5,0.0024752475247524753,16,125,0.0125,PRECiSE-A-CO96,0.4646443361881738,0.53842261085463,0.07377827466645615,4.229568833740661
"Beta(50,50)",0.5,0.0024752475247524753,16,200,0.02,PRECiSE-A-CO96,0.4769187999631296,0.5296910125481271,0.052772212584997535,3.8267747257241274
"Beta(50,50)",0.5,0.0024752475247524753,16,350,0.035,PRECiSE-A-CO96,0.4840714030964621,0.518365625405641,0.03429422230917889,3.289785460340405
"Beta(50,50)",0.5,0.0024752475247524753,16,500,0.05,PRECiSE-A-CO96,0.48863300647448876,0.516124548043255,0.027491541568766265,3.1520760802937566
"Beta(50,50)",0.5,0.0024752475247524753,16,1000,0.1,PRECiSE-A-CO96,0.4925477219669497,0.5095785341002053,0.01703081213325558,2.761518481835619
"Beta(50,50)",0.5,0.0024752475247524753,16,2000,0.2,PRECiSE-A-CO96,0.4951905811814603,0.5064818226789591,0.011291241497498827,2.5892220086720674
"Beta(50,50)",0.5,0.0024752475247524753,16,5000,0.5,PRECiSE-A-CO96,0.4975037647117346,0.5041910918527699,0.006687327141035315,2.424656199959872
"Beta(50,50)",0.5,0.0024752475247524753,16,10000,1.0,PRECiSE-A-CO96,0.4984229674669858,0.5030169871328933,0.004594019665907556,2.355621154650394
"Beta(50,50)",0.5,0.0024752475247524753,16,10,0.001,Hedged-CS,0.2583819031715393,0.7305426597595215,0.4721607565879822,7.656009857387547
"Beta(50,50)",0.5,0.0024752475247524753,16,20,0.002,Hedged-CS,0.35257524251937866,0.6426079273223877,0.29003268480300903,6.6508099299138
"Beta(50,50)",0.5,0.0024752475247524753,16,40,0.004,Hedged-CS,0.4272698163986206,0.5913099646568298,0.16404014825820923,5.3197686362066054
"Beta(50,50)",0.5,0.0024752475247524753,16,75,0.0075,Hedged-CS,0.453685998916626,0.5474921464920044,0.09380614757537842,4.165570876513032
"Beta(50,50)",0.5,0.0024752475247524753,16,125,0.0125,Hedged-CS,0.4718589186668396,0.5306224822998047,0.05876356363296509,3.368803871128311
"Beta(50,50)",0.5,0.0024752475247524753,16,200,0.02,Hedged-CS,0.4838002324104309,0.5224630236625671,0.03866279125213623,2.80363064465643
"Beta(50,50)",0.5,0.0024752475247524753,16,350,0.035,Hedged-CS,0.4897063374519348,0.5128983855247498,0.02319204807281494,2.2247730786139264
"Beta(50,50)",0.5,0.0024752475247524753,16,500,0.05,Hedged-CS,0.4944491982460022,0.5111465454101562,0.016697347164154053,1.9144546139342855
"Beta(50,50)",0.5,0.0024752475247524753,16,1000,0.1,Hedged-CS,0.4958032965660095,0.5064871907234192,0.010683894157409668,1.7323760571611977
"Beta(50,50)",0.5,0.0024752475247524753,16,2000,0.2,Hedged-CS,0.49759817123413086,0.5047147870063782,0.0071166157722473145,1.6319284454988623
"Beta(50,50)",0.5,0.0024752475247524753,16,5000,0.5,Hedged-CS,0.4987668991088867,0.5033193230628967,0.00455242395401001,1.6505941360642513
"Beta(50,50)",0.5,0.0024752475247524753,16,10000,1.0,Hedged-CS,0.49928998947143555,0.5025583505630493,0.0032683610916137695,1.6758788791385584
"Beta(50,50)",0.5,0.0024752475247524753,17,10,0.001,Stitched GE,0.2832697629928589,0.730078935623169,0.44680917263031006,7.244938047686737
"Beta(50,50)",0.5,0.0024752475247524753,17,20,0.002,Stitched GE,0.3688722848892212,0.616439163684845,0.24756687879562378,5.677016219499611
"Beta(50,50)",0.5,0.0024752475247524753,17,40,0.004,Stitched GE,0.41813987493515015,0.5502439141273499,0.1321040391921997,4.28409100987083
"Beta(50,50)",0.5,0.0024752475247524753,17,75,0.0075,Stitched GE,0.45099037885665894,0.5260152816772461,0.07502490282058716,3.331567901256471
"Beta(50,50)",0.5,0.0024752475247524753,17,125,0.0125,Stitched GE,0.47224485874176025,0.5195967555046082,0.0473518967628479,2.7145946102979925
"Beta(50,50)",0.5,0.0024752475247524753,17,200,0.02,Stitched GE,0.4844895005226135,0.516430139541626,0.03194063901901245,2.316174064609583
"Beta(50,50)",0.5,0.0024752475247524753,17,350,0.035,Stitched GE,0.49110251665115356,0.5115757584571838,0.020473241806030273,1.9639626935492493
"Beta(50,50)",0.5,0.0024752475247524753,17,500,0.05,Stitched GE,0.4927123785018921,0.5084916949272156,0.015779316425323486,1.8091966848507512
"Beta(50,50)",0.5,0.0024752475247524753,17,1000,0.1,Stitched GE,0.4965468645095825,0.5067713260650635,0.010224461555480957,1.6578798081592756
"Beta(50,50)",0.5,0.0024752475247524753,17,2000,0.2,Stitched GE,0.4978942275047302,0.5048784613609314,0.006984233856201172,1.6015716268396583
"Beta(50,50)",0.5,0.0024752475247524753,17,5000,0.5,Stitched GE,0.49801337718963623,0.502497136592865,0.00448375940322876,1.6256981013319887
"Beta(50,50)",0.5,0.0024752475247524753,17,10000,1.0,Stitched GE,0.49897003173828125,0.5019341707229614,0.0029641389846801758,1.5198865058095434
"Beta(50,50)",0.5,0.0024752475247524753,17,10,0.001,aGRAPA,0.2859980567196737,0.7249071317935857,0.43890907507391197,7.116839250990496
"Beta(50,50)",0.5,0.0024752475247524753,17,20,0.002,aGRAPA,0.3641847702282361,0.6214937108058513,0.25730894057761516,5.900413804090842
"Beta(50,50)",0.5,0.0024752475247524753,17,40,0.004,aGRAPA,0.4141245125756006,0.55688458701696,0.14276007444135935,4.629662765972645
"Beta(50,50)",0.5,0.0024752475247524753,17,75,0.0075,aGRAPA,0.44863636961096975,0.5300683408277334,0.0814319712167636,3.6160812109358123
"Beta(50,50)",0.5,0.0024752475247524753,17,125,0.0125,aGRAPA,0.47051955404081136,0.5217937146759039,0.05127416063509249,2.939450573747287
"Beta(50,50)",0.5,0.0024752475247524753,17,200,0.02,aGRAPA,0.48221711896448194,0.5169492778776338,0.034732158913151845,2.518601009662208
"Beta(50,50)",0.5,0.0024752475247524753,17,350,0.035,aGRAPA,0.4897432440092848,0.510980509497954,0.02123726548866922,2.037254164626831
"Beta(50,50)",0.5,0.0024752475247524753,17,500,0.05,aGRAPA,0.49192985181696613,0.5074856458821612,0.015555794065195028,1.783568457237201
"Beta(50,50)",0.5,0.0024752475247524753,17,1000,0.1,aGRAPA,0.4964754054351528,0.5055436465584635,0.009068241123310727,1.4704005460118572
"Beta(50,50)",0.5,0.0024752475247524753,17,2000,0.2,aGRAPA,0.4981516407760656,0.5042685971602539,0.0061169563841882435,1.4026941235413033
"Beta(50,50)",0.5,0.0024752475247524753,17,5000,0.5,aGRAPA,0.4980204581642609,0.502166989762922,0.004146531598661074,1.5034278026163037
"Beta(50,50)",0.5,0.0024752475247524753,17,10000,1.0,aGRAPA,0.49876338843414625,0.5019016684039965,0.0031382799698502772,1.6091787201208014
"Beta(50,50)",0.5,0.0024752475247524753,17,10,0.001,PRECiSE-A-CO96,0.11310425733037156,0.8952383747517785,0.7821341174214069,12.682177477114397
"Beta(50,50)",0.5,0.0024752475247524753,17,20,0.002,PRECiSE-A-CO96,0.28870395377985103,0.6992109926637178,0.41050703888386675,9.413436600646211
"Beta(50,50)",0.5,0.0024752475247524753,17,40,0.004,PRECiSE-A-CO96,0.38625538633752,0.5852923874063974,0.19903700106887745,6.454705186343592
"Beta(50,50)",0.5,0.0024752475247524753,17,75,0.0075,PRECiSE-A-CO96,0.4340529953046921,0.5444090790171334,0.11035608371244132,4.9004900024189615
"Beta(50,50)",0.5,0.0024752475247524753,17,125,0.0125,PRECiSE-A-CO96,0.4602438539061693,0.5317747774657589,0.07153092355958957,4.1007324487337184
"Beta(50,50)",0.5,0.0024752475247524753,17,200,0.02,PRECiSE-A-CO96,0.47483948952023836,0.5252194809684576,0.05037999144821925,3.653302912886614
"Beta(50,50)",0.5,0.0024752475247524753,17,350,0.035,PRECiSE-A-CO96,0.48431866471792184,0.5171542292131488,0.032835564495226954,3.149858937887478
"Beta(50,50)",0.5,0.0024752475247524753,17,500,0.05,PRECiSE-A-CO96,0.48727348266255616,0.5127012413471073,0.025427758684551105,2.9154505477465036
"Beta(50,50)",0.5,0.0024752475247524753,17,1000,0.1,PRECiSE-A-CO96,0.49287722925254407,0.5094354589020906,0.016558229649546563,2.6848900008951295
"Beta(50,50)",0.5,0.0024752475247524753,17,2000,0.2,PRECiSE-A-CO96,0.4957573157396822,0.5069368207707252,0.011179505031043036,2.563599448196085
"Beta(50,50)",0.5,0.0024752475247524753,17,5000,0.5,PRECiSE-A-CO96,0.4967082346141791,0.5033254826664613,0.006617248052282143,2.3992472894266554
"Beta(50,50)",0.5,0.0024752475247524753,17,10000,1.0,PRECiSE-A-CO96,0.49803338570486466,0.5026109015620226,0.004577515857157932,2.347158691742056
"Beta(50,50)",0.5,0.0024752475247524753,17,10,0.001,Hedged-CS,0.26760536432266235,0.7409254312515259,0.4733200669288635,7.6748078859693765
"Beta(50,50)",0.5,0.0024752475247524753,17,20,0.002,Hedged-CS,0.34763598442077637,0.6387169361114502,0.29108095169067383,6.674847992487389
"Beta(50,50)",0.5,0.0024752475247524753,17,40,0.004,Hedged-CS,0.40344560146331787,0.5680792927742004,0.16463369131088257,5.339017044290704
"Beta(50,50)",0.5,0.0024752475247524753,17,75,0.0075,Hedged-CS,0.4423295259475708,0.5360589027404785,0.09372937679290771,4.162161780799234
"Beta(50,50)",0.5,0.0024752475247524753,17,125,0.0125,Hedged-CS,0.4666109085083008,0.5250548124313354,0.05844390392303467,3.350478385033161
"Beta(50,50)",0.5,0.0024752475247524753,17,200,0.02,Hedged-CS,0.4808344841003418,0.5187679529190063,0.03793346881866455,2.750743859763381
"Beta(50,50)",0.5,0.0024752475247524753,17,350,0.035,Hedged-CS,0.4893089532852173,0.5122340321540833,0.022925078868865967,2.199163184399328
"Beta(50,50)",0.5,0.0024752475247524753,17,500,0.05,Hedged-CS,0.4917753338813782,0.5083113312721252,0.01653599739074707,1.8959548597446265
"Beta(50,50)",0.5,0.0024752475247524753,17,1000,0.1,Hedged-CS,0.4961228370666504,0.506374716758728,0.010251879692077637,1.6623256144048495
"Beta(50,50)",0.5,0.0024752475247524753,17,2000,0.2,Hedged-CS,0.49771618843078613,0.5044208765029907,0.00670468807220459,1.5374683042319741
"Beta(50,50)",0.5,0.0024752475247524753,17,5000,0.5,Hedged-CS,0.4982410669326782,0.5025676488876343,0.004326581954956055,1.568709521827669
"Beta(50,50)",0.5,0.0024752475247524753,17,10000,1.0,Hedged-CS,0.49889445304870605,0.5020649433135986,0.003170490264892578,1.6256948123269905
"Beta(50,50)",0.5,0.0024752475247524753,18,10,0.001,Stitched GE,0.2835506200790405,0.7278758883476257,0.4443252682685852,7.204661942540692
"Beta(50,50)",0.5,0.0024752475247524753,18,20,0.002,Stitched GE,0.3819425106048584,0.6259045600891113,0.24396204948425293,5.594353003124556
"Beta(50,50)",0.5,0.0024752475247524753,18,40,0.004,Stitched GE,0.4414561986923218,0.5712823867797852,0.12982618808746338,4.2102210396617625
"Beta(50,50)",0.5,0.0024752475247524753,18,75,0.0075,Stitched GE,0.4696800708770752,0.5441817045211792,0.074501633644104,3.308331526045735
"Beta(50,50)",0.5,0.0024752475247524753,18,125,0.0125,Stitched GE,0.47991377115249634,0.5269738435745239,0.04706007242202759,2.6978648732251127
"Beta(50,50)",0.5,0.0024752475247524753,18,200,0.02,Stitched GE,0.486640989780426,0.5181638598442078,0.03152287006378174,2.2858795667904115
"Beta(50,50)",0.5,0.0024752475247524753,18,350,0.035,Stitched GE,0.48941171169281006,0.5093602538108826,0.01994854211807251,1.9136291595525738
"Beta(50,50)",0.5,0.0024752475247524753,18,500,0.05,Stitched GE,0.49417370557785034,0.509788990020752,0.015615284442901611,1.7903893987296056
"Beta(50,50)",0.5,0.0024752475247524753,18,1000,0.1,Stitched GE,0.4953029155731201,0.5055345892906189,0.01023167371749878,1.6590492484977852
"Beta(50,50)",0.5,0.0024752475247524753,18,2000,0.2,Stitched GE,0.4980958104133606,0.5049224495887756,0.006826639175415039,1.5654332078685034
"Beta(50,50)",0.5,0.0024752475247524753,18,5000,0.5,Stitched GE,0.49829304218292236,0.502803385257721,0.004510343074798584,1.6353366703342362
"Beta(50,50)",0.5,0.0024752475247524753,18,10000,1.0,Stitched GE,0.49859195947647095,0.5017615556716919,0.0031695961952209473,1.625236370790953
"Beta(50,50)",0.5,0.0024752475247524753,18,10,0.001,aGRAPA,0.2862736077680518,0.7238898844463674,0.4376162766783156,7.095876735317179
"Beta(50,50)",0.5,0.0024752475247524753,18,20,0.002,aGRAPA,0.3755979040087729,0.6317015318498106,0.2561036278410377,5.8727744850171115
"Beta(50,50)",0.5,0.0024752475247524753,18,40,0.004,aGRAPA,0.4350282853138072,0.5769844376670851,0.14195615235327785,4.603591834218805
"Beta(50,50)",0.5,0.0024752475247524753,18,75,0.0075,aGRAPA,0.46596155295507163,0.5469060105803398,0.0809444576252682,3.5944326039827796
"Beta(50,50)",0.5,0.0024752475247524753,18,125,0.0125,aGRAPA,0.4780284702086117,0.528656191206376,0.05062772099776425,2.902391412967247
"Beta(50,50)",0.5,0.0024752475247524753,18,200,0.02,aGRAPA,0.48596219325204343,0.5192034788571797,0.03324128560513623,2.4104903958579875
"Beta(50,50)",0.5,0.0024752475247524753,18,350,0.035,aGRAPA,0.4895383116576987,0.5103034841785746,0.020765172520875952,1.9919671023522167
"Beta(50,50)",0.5,0.0024752475247524753,18,500,0.05,aGRAPA,0.4949579262921978,0.5104465527996792,0.015488626507481396,1.7758672793490382
"Beta(50,50)",0.5,0.0024752475247524753,18,1000,0.1,aGRAPA,0.4963926668547387,0.5055354674320557,0.009142800577316978,1.4824902401863227
"Beta(50,50)",0.5,0.0024752475247524753,18,2000,0.2,aGRAPA,0.4985632464493082,0.5047937549964016,0.006230508547093339,1.4287330457795102
"Beta(50,50)",0.5,0.0024752475247524753,18,5000,0.5,aGRAPA,0.4983683884807647,0.5025890436563722,0.004220655175607546,1.5303031425863836
"Beta(50,50)",0.5,0.0024752475247524753,18,10000,1.0,aGRAPA,0.498632630644671,0.501770531671159,0.0031379010264880325,1.608984413812724
"Beta(50,50)",0.5,0.0024752475247524753,18,10,0.001,PRECiSE-A-CO96,0.11324586182736901,0.8953747141844602,0.7821288523570913,12.682092104953034
"Beta(50,50)",0.5,0.0024752475247524753,18,20,0.002,PRECiSE-A-CO96,0.3023039730765239,0.7037799133236915,0.4014759402471676,9.20634228459771
"Beta(50,50)",0.5,0.0024752475247524753,18,40,0.004,PRECiSE-A-CO96,0.4090846144196829,0.6024670622982342,0.1933824478785513,6.271329866136554
"Beta(50,50)",0.5,0.0024752475247524753,18,75,0.0075,PRECiSE-A-CO96,0.45146261031555907,0.5614042140706379,0.10994160375507883,4.882084538769576
"Beta(50,50)",0.5,0.0024752475247524753,18,125,0.0125,PRECiSE-A-CO96,0.4680717318870592,0.5386051189858577,0.07053338709879853,4.043545571646174
"Beta(50,50)",0.5,0.0024752475247524753,18,200,0.02,PRECiSE-A-CO96,0.4781156990315908,0.5270495979365711,0.048933898904980344,3.5484395743140333
"Beta(50,50)",0.5,0.0024752475247524753,18,350,0.035,PRECiSE-A-CO96,0.48347531827342655,0.51567370533854,0.03219838706511341,3.088735608530522
"Beta(50,50)",0.5,0.0024752475247524753,18,500,0.05,PRECiSE-A-CO96,0.48954661648216447,0.5154337572702745,0.025887140788110052,2.968121560636821
"Beta(50,50)",0.5,0.0024752475247524753,18,1000,0.1,PRECiSE-A-CO96,0.4924648914842049,0.5091138711787743,0.016648979694569355,2.6996049730642193
"Beta(50,50)",0.5,0.0024752475247524753,18,2000,0.2,PRECiSE-A-CO96,0.4962443504695675,0.5072583825169612,0.011014032047393707,2.5256544364628417
"Beta(50,50)",0.5,0.0024752475247524753,18,5000,0.5,PRECiSE-A-CO96,0.49706679968311057,0.5037169163124486,0.006650116629338065,2.41116460668387
"Beta(50,50)",0.5,0.0024752475247524753,18,10000,1.0,PRECiSE-A-CO96,0.49787389033114837,0.5024472649059954,0.004573374574847078,2.3450352153688
"Beta(50,50)",0.5,0.0024752475247524753,18,10,0.001,Hedged-CS,0.2682340145111084,0.740516185760498,0.47228217124938965,7.657978576370642
"Beta(50,50)",0.5,0.0024752475247524753,18,20,0.002,Hedged-CS,0.35853463411331177,0.6484410762786865,0.28990644216537476,6.647915029332071
"Beta(50,50)",0.5,0.0024752475247524753,18,40,0.004,Hedged-CS,0.42389172315597534,0.5877354741096497,0.16384375095367432,5.313399535520012
"Beta(50,50)",0.5,0.0024752475247524753,18,75,0.0075,Hedged-CS,0.45937877893447876,0.5533193945884705,0.0939406156539917,4.171542087639062
"Beta(50,50)",0.5,0.0024752475247524753,18,125,0.0125,Hedged-CS,0.47475922107696533,0.5326513051986694,0.0578920841217041,3.3188436003475568
"Beta(50,50)",0.5,0.0024752475247524753,18,200,0.02,Hedged-CS,0.483534038066864,0.5212972164154053,0.03776317834854126,2.7383952536470484
"Beta(50,50)",0.5,0.0024752475247524753,18,350,0.035,Hedged-CS,0.48842519521713257,0.510918140411377,0.022492945194244385,2.1577093480394622
"Beta(50,50)",0.5,0.0024752475247524753,18,500,0.05,Hedged-CS,0.49429410696029663,0.5098686218261719,0.015574514865875244,1.7857149133710069
"Beta(50,50)",0.5,0.0024752475247524753,18,1000,0.1,Hedged-CS,0.4955342411994934,0.5054457187652588,0.00991147756576538,1.6071299633864302
"Beta(50,50)",0.5,0.0024752475247524753,18,2000,0.2,Hedged-CS,0.4979397654533386,0.5045421719551086,0.0066024065017700195,1.5140138689239175
"Beta(50,50)",0.5,0.0024752475247524753,18,5000,0.5,Hedged-CS,0.49854081869125366,0.502834141254425,0.004293322563171387,1.5566505050042292
"Beta(50,50)",0.5,0.0024752475247524753,18,10000,1.0,Hedged-CS,0.49880748987197876,0.5020309090614319,0.003223419189453125,1.6528345512604083
"Beta(50,50)",0.5,0.0024752475247524753,19,10,0.001,Stitched GE,0.2896116375923157,0.7349441647529602,0.44533252716064453,7.220994481615465
"Beta(50,50)",0.5,0.0024752475247524753,19,20,0.002,Stitched GE,0.38517946004867554,0.632229745388031,0.24705028533935547,5.665170089498742
"Beta(50,50)",0.5,0.0024752475247524753,19,40,0.004,Stitched GE,0.4436676502227783,0.5757867693901062,0.13211911916732788,4.284580048557843
"Beta(50,50)",0.5,0.0024752475247524753,19,75,0.0075,Stitched GE,0.4671887755393982,0.5425456762313843,0.07535690069198608,3.3463106521305797
"Beta(50,50)",0.5,0.0024752475247524753,19,125,0.0125,Stitched GE,0.4787810444831848,0.5268328785896301,0.04805183410644531,2.754720693314092
"Beta(50,50)",0.5,0.0024752475247524753,19,200,0.02,Stitched GE,0.4869731664657593,0.519033670425415,0.03206050395965576,2.3248660656246143
"Beta(50,50)",0.5,0.0024752475247524753,19,350,0.035,Stitched GE,0.4931944012641907,0.5142536163330078,0.02105921506881714,2.020174095653227
"Beta(50,50)",0.5,0.0024752475247524753,19,500,0.05,Stitched GE,0.4924546480178833,0.5081873536109924,0.01573270559310913,1.8038524632858035
"Beta(50,50)",0.5,0.0024752475247524753,19,1000,0.1,Stitched GE,0.49476921558380127,0.5053771734237671,0.01060795783996582,1.720063106820195
"Beta(50,50)",0.5,0.0024752475247524753,19,2000,0.2,Stitched GE,0.4964792728424072,0.5038144588470459,0.007335186004638672,1.6820493162882817
"Beta(50,50)",0.5,0.0024752475247524753,19,5000,0.5,Stitched GE,0.496765673160553,0.5012094974517822,0.004443824291229248,1.6112186366873569
"Beta(50,50)",0.5,0.0024752475247524753,19,10000,1.0,Stitched GE,0.4979703426361084,0.5011700391769409,0.0031996965408325195,1.640670569170881
"Beta(50,50)",0.5,0.0024752475247524753,19,10,0.001,aGRAPA,0.2912634002359627,0.7294715894100814,0.4382081891741187,7.105474500144835
"Beta(50,50)",0.5,0.0024752475247524753,19,20,0.002,aGRAPA,0.37894336637571363,0.6365190687729095,0.2575757023971959,5.906530984158994
"Beta(50,50)",0.5,0.0024752475247524753,19,40,0.004,aGRAPA,0.43743866585621294,0.5806815445487894,0.14324287869257646,4.645319950755295
