distribution,replication,method,simultaneously_covered
"Beta(20,80)",13,Hedged-CS,1
"Beta(20,80)",14,Stitched GE,1
"Beta(20,80)",14,aGRAPA,1
"Beta(20,80)",14,PRECiSE-A-CO96,1
"Beta(20,80)",14,Hedged-CS,1
"Beta(20,80)",15,Stitched GE,1
"Beta(20,80)",15,aGRAPA,1
"Beta(20,80)",15,PRECiSE-A-CO96,1
"Beta(20,80)",15,Hedged-CS,1
"Beta(20,80)",16,Stitched GE,1
"Beta(20,80)",16,aGRAPA,1
"Beta(20,80)",16,PRECiSE-A-CO96,1
"Beta(20,80)",16,Hedged-CS,1
"Beta(20,80)",17,Stitched GE,1
"Beta(20,80)",17,aGRAPA,1
"Beta(20,80)",17,PRECiSE-A-CO96,1
"Beta(20,80)",17,Hedged-CS,1
"Beta(20,80)",18,Stitched GE,1
"Beta(20,80)",18,aGRAPA,1
"Beta(20,80)",18,PRECiSE-A-CO96,1
"Beta(20,80)",18,Hedged-CS,1
"Beta(20,80)",19,Stitched GE,1
"Beta(20,80)",19,aGRAPA,1
"Beta(20,80)",19,PRECiSE-A-CO96,1
"Beta(20,80)",19,Hedged-CS,1
"Beta(20,80)",20,Stitched GE,1
"Beta(20,80)",20,aGRAPA,1
"Beta(20,80)",20,PRECiSE-A-CO96,1
"Beta(20,80)",20,Hedged-CS,1
"Beta(20,80)",21,Stitched GE,1
"Beta(20,80)",21,aGRAPA,1
"Beta(20,80)",21,PRECiSE-A-CO96,1
"Beta(20,80)",21,Hedged-CS,1
"Beta(20,80)",22,Stitched GE,1
"Beta(20,80)",22,aGRAPA,1
"Beta(20,80)",22,PRECiSE-A-CO96,1
"Beta(20,80)",22,Hedged-CS,1
"Beta(20,80)",23,Stitched GE,0
"Beta(20,80)",23,aGRAPA,0
"Beta(20,80)",23,PRECiSE-A-CO96,1
"Beta(20,80)",23,Hedged-CS,1
"Beta(20,80)",24,Stitched GE,1
"Beta(20,80)",24,aGRAPA,1
"Beta(20,80)",24,PRECiSE-A-CO96,1
"Beta(20,80)",24,Hedged-CS,1
"Beta(20,80)",25,Stitched GE,1
"Beta(20,80)",25,aGRAPA,1
"Beta(20,80)",25,PRECiSE-A-CO96,1
"Beta(20,80)",25,Hedged-CS,1
"Beta(20,80)",26,Stitched GE,1
"Beta(20,80)",26,aGRAPA,1
"Beta(20,80)",26,PRECiSE-A-CO96,1
"Beta(20,80)",26,Hedged-CS,1
"Beta(20,80)",27,Stitched GE,1
"Beta(20,80)",27,aGRAPA,1
"Beta(20,80)",27,PRECiSE-A-CO96,1
"Beta(20,80)",27,Hedged-CS,1
"Beta(20,80)",28,Stitched GE,1
"Beta(20,80)",28,aGRAPA,1
"Beta(20,80)",28,PRECiSE-A-CO96,1
"Beta(20,80)",28,Hedged-CS,1
"Beta(20,80)",29,Stitched GE,1
"Beta(20,80)",29,aGRAPA,1
"Beta(20,80)",29,PRECiSE-A-CO96,1
"Beta(20,80)",29,Hedged-CS,1
"Beta(20,80)",30,Stitched GE,1
"Beta(20,80)",30,aGRAPA,1
"Beta(20,80)",30,PRECiSE-A-CO96,1
"Beta(20,80)",30,Hedged-CS,1
"Beta(20,80)",31,Stitched GE,1
"Beta(20,80)",31,aGRAPA,1
"Beta(20,80)",31,PRECiSE-A-CO96,1
"Beta(20,80)",31,Hedged-CS,1
"Beta(20,80)",32,Stitched GE,1
"Beta(20,80)",32,aGRAPA,1
"Beta(20,80)",32,PRECiSE-A-CO96,1
"Beta(20,80)",32,Hedged-CS,1
"Beta(20,80)",33,Stitched GE,1
"Beta(20,80)",33,aGRAPA,1
"Beta(20,80)",33,PRECiSE-A-CO96,1
"Beta(20,80)",33,Hedged-CS,1
"Beta(20,80)",34,Stitched GE,1
"Beta(20,80)",34,aGRAPA,1
"Beta(20,80)",34,PRECiSE-A-CO96,1
"Beta(20,80)",34,Hedged-CS,1
"Beta(20,80)",35,Stitched GE,1
"Beta(20,80)",35,aGRAPA,1
"Beta(20,80)",35,PRECiSE-A-CO96,1
"Beta(20,80)",35,Hedged-CS,1
"Beta(20,80)",36,Stitched GE,1
"Beta(20,80)",36,aGRAPA,1
"Beta(20,80)",36,PRECiSE-A-CO96,1
"Beta(20,80)",36,Hedged-CS,1
"Beta(20,80)",37,Stitched GE,0
"Beta(20,80)",37,aGRAPA,0
"Beta(20,80)",37,PRECiSE-A-CO96,1
"Beta(20,80)",37,Hedged-CS,1
"Beta(20,80)",38,Stitched GE,1
"Beta(20,80)",38,aGRAPA,1
"Beta(20,80)",38,PRECiSE-A-CO96,1
"Beta(20,80)",38,Hedged-CS,1
"Beta(20,80)",39,Stitched GE,1
"Beta(20,80)",39,aGRAPA,1
"Beta(20,80)",39,PRECiSE-A-CO96,1
"Beta(20,80)",39,Hedged-CS,1
"Uniform(0.45,0.55)",0,Stitched GE,1
"Uniform(0.45,0.55)",0,aGRAPA,1
"Uniform(0.45,0.55)",0,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",0,Hedged-CS,1
"Uniform(0.45,0.55)",1,Stitched GE,1
"Uniform(0.45,0.55)",1,aGRAPA,1
"Uniform(0.45,0.55)",1,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",1,Hedged-CS,1
"Uniform(0.45,0.55)",2,Stitched GE,1
"Uniform(0.45,0.55)",2,aGRAPA,1
"Uniform(0.45,0.55)",2,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",2,Hedged-CS,1
"Uniform(0.45,0.55)",3,Stitched GE,1
"Uniform(0.45,0.55)",3,aGRAPA,1
"Uniform(0.45,0.55)",3,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",3,Hedged-CS,1
"Uniform(0.45,0.55)",4,Stitched GE,0
"Uniform(0.45,0.55)",4,aGRAPA,0
"Uniform(0.45,0.55)",4,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",4,Hedged-CS,1
"Uniform(0.45,0.55)",5,Stitched GE,1
"Uniform(0.45,0.55)",5,aGRAPA,1
"Uniform(0.45,0.55)",5,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",5,Hedged-CS,1
"Uniform(0.45,0.55)",6,Stitched GE,1
"Uniform(0.45,0.55)",6,aGRAPA,1
"Uniform(0.45,0.55)",6,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",6,Hedged-CS,1
"Uniform(0.45,0.55)",7,Stitched GE,1
"Uniform(0.45,0.55)",7,aGRAPA,1
"Uniform(0.45,0.55)",7,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",7,Hedged-CS,1
"Uniform(0.45,0.55)",8,Stitched GE,1
"Uniform(0.45,0.55)",8,aGRAPA,1
"Uniform(0.45,0.55)",8,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",8,Hedged-CS,1
"Uniform(0.45,0.55)",9,Stitched GE,1
"Uniform(0.45,0.55)",9,aGRAPA,1
"Uniform(0.45,0.55)",9,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",9,Hedged-CS,1
"Uniform(0.45,0.55)",10,Stitched GE,1
"Uniform(0.45,0.55)",10,aGRAPA,1
"Uniform(0.45,0.55)",10,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",10,Hedged-CS,1
"Uniform(0.45,0.55)",11,Stitched GE,1
"Uniform(0.45,0.55)",11,aGRAPA,1
"Uniform(0.45,0.55)",11,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",11,Hedged-CS,1
"Uniform(0.45,0.55)",12,Stitched GE,1
"Uniform(0.45,0.55)",12,aGRAPA,1
"Uniform(0.45,0.55)",12,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",12,Hedged-CS,1
"Uniform(0.45,0.55)",13,Stitched GE,1
"Uniform(0.45,0.55)",13,aGRAPA,1
"Uniform(0.45,0.55)",13,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",13,Hedged-CS,1
"Uniform(0.45,0.55)",14,Stitched GE,1
"Uniform(0.45,0.55)",14,aGRAPA,1
"Uniform(0.45,0.55)",14,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",14,Hedged-CS,1
"Uniform(0.45,0.55)",15,Stitched GE,1
"Uniform(0.45,0.55)",15,aGRAPA,1
"Uniform(0.45,0.55)",15,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",15,Hedged-CS,1
"Uniform(0.45,0.55)",16,Stitched GE,1
"Uniform(0.45,0.55)",16,aGRAPA,1
"Uniform(0.45,0.55)",16,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",16,Hedged-CS,1
"Uniform(0.45,0.55)",17,Stitched GE,1
"Uniform(0.45,0.55)",17,aGRAPA,1
"Uniform(0.45,0.55)",17,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",17,Hedged-CS,1
"Uniform(0.45,0.55)",18,Stitched GE,1
"Uniform(0.45,0.55)",18,aGRAPA,1
"Uniform(0.45,0.55)",18,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",18,Hedged-CS,1
"Uniform(0.45,0.55)",19,Stitched GE,1
"Uniform(0.45,0.55)",19,aGRAPA,1
"Uniform(0.45,0.55)",19,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",19,Hedged-CS,1
"Uniform(0.45,0.55)",20,Stitched GE,1
"Uniform(0.45,0.55)",20,aGRAPA,0
"Uniform(0.45,0.55)",20,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",20,Hedged-CS,1
"Uniform(0.45,0.55)",21,Stitched GE,0
"Uniform(0.45,0.55)",21,aGRAPA,0
"Uniform(0.45,0.55)",21,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",21,Hedged-CS,1
"Uniform(0.45,0.55)",22,Stitched GE,1
"Uniform(0.45,0.55)",22,aGRAPA,1
"Uniform(0.45,0.55)",22,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",22,Hedged-CS,1
"Uniform(0.45,0.55)",23,Stitched GE,1
"Uniform(0.45,0.55)",23,aGRAPA,1
"Uniform(0.45,0.55)",23,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",23,Hedged-CS,1
"Uniform(0.45,0.55)",24,Stitched GE,1
"Uniform(0.45,0.55)",24,aGRAPA,1
"Uniform(0.45,0.55)",24,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",24,Hedged-CS,1
"Uniform(0.45,0.55)",25,Stitched GE,1
"Uniform(0.45,0.55)",25,aGRAPA,1
"Uniform(0.45,0.55)",25,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",25,Hedged-CS,1
"Uniform(0.45,0.55)",26,Stitched GE,1
"Uniform(0.45,0.55)",26,aGRAPA,1
"Uniform(0.45,0.55)",26,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",26,Hedged-CS,1
"Uniform(0.45,0.55)",27,Stitched GE,1
"Uniform(0.45,0.55)",27,aGRAPA,1
"Uniform(0.45,0.55)",27,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",27,Hedged-CS,1
"Uniform(0.45,0.55)",28,Stitched GE,1
"Uniform(0.45,0.55)",28,aGRAPA,0
"Uniform(0.45,0.55)",28,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",28,Hedged-CS,1
"Uniform(0.45,0.55)",29,Stitched GE,1
"Uniform(0.45,0.55)",29,aGRAPA,1
"Uniform(0.45,0.55)",29,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",29,Hedged-CS,1
"Uniform(0.45,0.55)",30,Stitched GE,1
"Uniform(0.45,0.55)",30,aGRAPA,1
"Uniform(0.45,0.55)",30,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",30,Hedged-CS,1
"Uniform(0.45,0.55)",31,Stitched GE,1
"Uniform(0.45,0.55)",31,aGRAPA,1
"Uniform(0.45,0.55)",31,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",31,Hedged-CS,1
"Uniform(0.45,0.55)",32,Stitched GE,1
"Uniform(0.45,0.55)",32,aGRAPA,1
"Uniform(0.45,0.55)",32,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",32,Hedged-CS,1
"Uniform(0.45,0.55)",33,Stitched GE,1
"Uniform(0.45,0.55)",33,aGRAPA,1
"Uniform(0.45,0.55)",33,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",33,Hedged-CS,1
"Uniform(0.45,0.55)",34,Stitched GE,1
"Uniform(0.45,0.55)",34,aGRAPA,1
"Uniform(0.45,0.55)",34,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",34,Hedged-CS,1
"Uniform(0.45,0.55)",35,Stitched GE,1
"Uniform(0.45,0.55)",35,aGRAPA,1
"Uniform(0.45,0.55)",35,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",35,Hedged-CS,1
"Uniform(0.45,0.55)",36,Stitched GE,1
"Uniform(0.45,0.55)",36,aGRAPA,1
"Uniform(0.45,0.55)",36,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",36,Hedged-CS,1
"Uniform(0.45,0.55)",37,Stitched GE,1
"Uniform(0.45,0.55)",37,aGRAPA,1
"Uniform(0.45,0.55)",37,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",37,Hedged-CS,1
"Uniform(0.45,0.55)",38,Stitched GE,1
"Uniform(0.45,0.55)",38,aGRAPA,1
"Uniform(0.45,0.55)",38,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",38,Hedged-CS,1
"Uniform(0.45,0.55)",39,Stitched GE,1
"Uniform(0.45,0.55)",39,aGRAPA,1
"Uniform(0.45,0.55)",39,PRECiSE-A-CO96,1
"Uniform(0.45,0.55)",39,Hedged-CS,1
