distribution,n,repetition,method,lower,upper,empty,width,normalized_width
Bernoulli(0.5),1000,25,Symmetric empirical-variance bound,0.4250986995460523,0.5849013004539477,False,0.15980260090789544,1.9618543596487479
Bernoulli(0.5),1000,25,Optimistic hard-boundary benchmark (not valid),0.4618695812176986,0.548081518663305,False,0.0862119374456064,1.0584012048021147
Bernoulli(0.5),1000,26,Chronological GE,0.5089722140692174,0.5890892711468041,False,0.08011705707758665,0.9835759669548981
Bernoulli(0.5),1000,26,Exact Bernoulli rounding,0.5091343118898058,0.5898499589312043,False,0.08071564704139844,0.9909246979735066
Bernoulli(0.5),1000,26,Symmetric empirical-variance bound,0.47039540579656414,0.629604594203436,False,0.15920918840687182,1.9545691909744642
Bernoulli(0.5),1000,26,Optimistic hard-boundary benchmark (not valid),0.5068513180108654,0.5926596798363779,False,0.08580836182551255,1.053446613417301
Bernoulli(0.5),1000,27,Chronological GE,0.47410135297104716,0.5547235016711056,False,0.08062214870005846,0.9897768435109656
Bernoulli(0.5),1000,27,Exact Bernoulli rounding,0.47444910724635986,0.5552260823921821,False,0.08077697514582222,0.9916776069271106
Bernoulli(0.5),1000,27,Symmetric empirical-variance bound,0.435122621099651,0.594877378900349,False,0.15975475780069798,1.9612670024474181
Bernoulli(0.5),1000,27,Optimistic hard-boundary benchmark (not valid),0.47183694996729497,0.5580163496525348,False,0.0861793996852398,1.0580017473047665
Bernoulli(0.5),1000,28,Chronological GE,0.47223598463460803,0.553656926844269,False,0.081420942209661,0.9995834206277932
Bernoulli(0.5),1000,28,Exact Bernoulli rounding,0.47245237156583103,0.5540265510349242,False,0.08157417946909312,1.0014646740227287
Bernoulli(0.5),1000,28,Symmetric empirical-variance bound,0.4331159220995588,0.5928840779004412,False,0.15976815580088238,1.9614314861599673
Bernoulli(0.5),1000,28,Optimistic hard-boundary benchmark (not valid),0.46984217405268613,0.5560306856234607,False,0.08618851157077456,1.058113611518862
Bernoulli(0.5),1000,29,Chronological GE,0.49164409516379237,0.5723163322545588,False,0.08067223709076643,0.9903917654654266
Bernoulli(0.5),1000,29,Exact Bernoulli rounding,0.49184905728959705,0.572934188954262,False,0.08108513166466491,0.99546076318684
Bernoulli(0.5),1000,29,Symmetric empirical-variance bound,0.45322607243386676,0.6127739275661332,False,0.1595478551322665,1.9587269129884284
Bernoulli(0.5),1000,29,Optimistic hard-boundary benchmark (not valid),0.4898192861491706,0.5758579727934381,False,0.0860386866442675,1.056274250434737
Bernoulli(0.5),1000,30,Chronological GE,0.470334614161402,0.5515550342388451,False,0.08122042007744312,0.9971216633280827
Bernoulli(0.5),1000,30,Exact Bernoulli rounding,0.47026800606277647,0.5515002707691017,False,0.08123226470632522,0.9972670767110862
Bernoulli(0.5),1000,30,Symmetric empirical-variance bound,0.43111018069702783,0.5908898193029721,False,0.1597796386059443,1.9615724575274152
Bernoulli(0.5),1000,30,Optimistic hard-boundary benchmark (not valid),0.4678480493922065,0.5540443703378441,False,0.08619632094563767,1.0582094851531727
Bernoulli(0.5),1000,31,Chronological GE,0.45760702854022384,0.5388014488853514,False,0.08119442034512758,0.9968024714757402
Bernoulli(0.5),1000,31,Exact Bernoulli rounding,0.45712160986630046,0.5383324133296138,False,0.08121080346331333,0.9970036026942232
Bernoulli(0.5),1000,31,Symmetric empirical-variance bound,0.4180961883381673,0.5779038116618327,False,0.15980762332366538,1.9619160185217466
Bernoulli(0.5),1000,31,Optimistic hard-boundary benchmark (not valid),0.4549021034460137,0.5411174566012606,False,0.08621535315524698,1.058443138567971
Bernoulli(0.5),1000,32,Chronological GE,0.44669520715251565,0.5283092386089265,False,0.08161403145641088,1.0019539263541415
Bernoulli(0.5),1000,32,Exact Bernoulli rounding,0.44709728466391896,0.5284464913675992,False,0.08134920670368029,0.9987027427517741
Bernoulli(0.5),1000,32,Symmetric empirical-variance bound,0.4081129317169236,0.5678870682830764,False,0.15977413656615286,1.9615049104368767
Bernoulli(0.5),1000,32,Optimistic hard-boundary benchmark (not valid),0.44496239062475385,0.5311549696718691,False,0.0861925790471153,1.0581635468524957
Bernoulli(0.5),1000,33,Chronological GE,0.4695701985619962,0.5511483238078654,False,0.08157812524586916,1.0015131152829229
Bernoulli(0.5),1000,33,Exact Bernoulli rounding,0.4699947957894719,0.5514697693940055,False,0.0814749736045336,1.0002467498038294
Bernoulli(0.5),1000,33,Symmetric empirical-variance bound,0.43111018069702783,0.5908898193029721,False,0.1597796386059443,1.9615724575274152
Bernoulli(0.5),1000,33,Optimistic hard-boundary benchmark (not valid),0.4678480493922065,0.5540443703378441,False,0.08619632094563767,1.0582094851531727
Bernoulli(0.5),1000,34,Chronological GE,0.4406363037414849,0.5222616591490805,False,0.08162535540759563,1.0020929475144609
Bernoulli(0.5),1000,34,Exact Bernoulli rounding,0.4410175542639998,0.5224399690154443,False,0.08142241475144452,0.9996014986346674
Bernoulli(0.5),1000,34,Symmetric empirical-variance bound,0.40213446581237433,0.5618655341876256,False,0.1597310683752513,1.9609761736228177
Bernoulli(0.5),1000,34,Optimistic hard-boundary benchmark (not valid),0.4390063758979894,0.5251696645719968,False,0.08616328867400735,1.0578039566715405
Bernoulli(0.5),1000,35,Chronological GE,0.48157081892713904,0.5624018530361354,False,0.08083103410899639,0.9923412745519102
Bernoulli(0.5),1000,35,Exact Bernoulli rounding,0.48143718977426264,0.5623310352736065,False,0.08089384549934386,0.9931123934153624
Bernoulli(0.5),1000,35,Symmetric empirical-variance bound,0.4421536137479946,0.6018463862520054,False,0.15969277250401076,1.960506025317828
Bernoulli(0.5),1000,35,Optimistic hard-boundary benchmark (not valid),0.4788237977380194,0.5649610416603086,False,0.08613724392228916,1.0574842121278722
Bernoulli(0.5),1000,36,Chronological GE,0.48535769386217,0.5657561249099672,False,0.0803984310477972,0.9870303209329502
Bernoulli(0.5),1000,36,Exact Bernoulli rounding,0.48534375619268144,0.5659841622186264,False,0.08064040602594491,0.9900009838827891
Bernoulli(0.5),1000,36,Symmetric empirical-variance bound,0.4461765993763358,0.6058234006236642,False,0.15964680124732844,1.9599416483312937
Bernoulli(0.5),1000,36,Optimistic hard-boundary benchmark (not valid),0.4828198700273105,0.5689258492229441,False,0.08610597919563356,1.057100383329442
Bernoulli(0.5),1000,37,Chronological GE,0.4388809739612043,0.5211716773919761,False,0.08229070343077183,1.0102612496105214
Bernoulli(0.5),1000,37,Exact Bernoulli rounding,0.4390381803861568,0.5209564723837004,False,0.08191829199754358,1.0056892527236685
Bernoulli(0.5),1000,37,Symmetric empirical-variance bound,0.40014356031656084,0.5598564396834391,False,0.15971287936687828,1.9607528719670777
Bernoulli(0.5),1000,37,Optimistic hard-boundary benchmark (not valid),0.43702234103810866,0.5231732594958598,False,0.08615091845775114,1.0576520907910467
Bernoulli(0.5),1000,38,Chronological GE,0.4388324753381312,0.5210486319847405,False,0.0822161566466093,1.009346058414157
Bernoulli(0.5),1000,38,Exact Bernoulli rounding,0.4393332229430734,0.5211627241759144,False,0.08182950123284094,1.004599191937181
Bernoulli(0.5),1000,38,Symmetric empirical-variance bound,0.40014356031656084,0.5598564396834391,False,0.15971287936687828,1.9607528719670777
Bernoulli(0.5),1000,38,Optimistic hard-boundary benchmark (not valid),0.43702234103810866,0.5231732594958598,False,0.08615091845775114,1.0576520907910467
Bernoulli(0.5),1000,39,Chronological GE,0.4560882686637342,0.537314226385206,False,0.08122595772147179,0.9971896475224457
Bernoulli(0.5),1000,39,Exact Bernoulli rounding,0.4562132609323041,0.5373894033619993,False,0.08117614242969518,0.9965780783314946
Bernoulli(0.5),1000,39,Symmetric empirical-variance bound,0.4170967862352396,0.5769032137647604,False,0.1598064275295208,1.9619013380726018
Bernoulli(0.5),1000,39,Optimistic hard-boundary benchmark (not valid),0.45390740008348407,0.5401219399875432,False,0.08621453990405914,1.0584331544977537
Bernoulli(0.5),1000,40,Chronological GE,0.48095792857930064,0.5628726477734745,False,0.08191471919417381,1.0056453903595561
Bernoulli(0.5),1000,40,Exact Bernoulli rounding,0.481006697196534,0.5626363027239741,False,0.08162960552744014,1.0021451251141908
Bernoulli(0.5),1000,40,Symmetric empirical-variance bound,0.4421536137479946,0.6018463862520054,False,0.15969277250401076,1.960506025317828
Bernoulli(0.5),1000,40,Optimistic hard-boundary benchmark (not valid),0.4788237977380194,0.5649610416603086,False,0.08613724392228916,1.0574842121278722
Bernoulli(0.5),1000,41,Chronological GE,0.4583870810456574,0.5400318061001599,False,0.08164472505450249,1.0023307435579119
Bernoulli(0.5),1000,41,Exact Bernoulli rounding,0.45822091506174883,0.5396749250422712,False,0.08145400998052238,0.9999893849241167
Bernoulli(0.5),1000,41,Symmetric empirical-variance bound,0.4190958296027939,0.5789041703972061,False,0.1598083407944122,1.9619248267207656
Bernoulli(0.5),1000,41,Optimistic hard-boundary benchmark (not valid),0.45589696946077884,0.5421128105628352,False,0.08621584110205638,1.0584491289621814
Bernoulli(0.5),1000,42,Chronological GE,0.453558421228081,0.5356729687191546,False,0.08211454749107361,1.0080986296261685
Bernoulli(0.5),1000,42,Exact Bernoulli rounding,0.4541165598852637,0.5359630291478736,False,0.08184646926260991,1.0048075039608138
Bernoulli(0.5),1000,42,Symmetric empirical-variance bound,0.4150986995460523,0.5749013004539477,False,0.15980260090789544,1.9618543596487479
Bernoulli(0.5),1000,42,Optimistic hard-boundary benchmark (not valid),0.4519184813366951,0.5381304187823015,False,0.0862119374456064,1.0584012048021147
Bernoulli(0.5),1000,43,Chronological GE,0.45945038506761193,0.5409892057068646,False,0.08153882063925266,1.0010305829999264
Bernoulli(0.5),1000,43,Exact Bernoulli rounding,0.459256498102037,0.5406275844097236,False,0.08137108630768658,0.9989713528761605
Bernoulli(0.5),1000,43,Symmetric empirical-variance bound,0.4200957100248144,0.5799042899751856,False,0.15980857995037123,1.9619277627753617
Bernoulli(0.5),1000,43,Optimistic hard-boundary benchmark (not valid),0.45689199812482895,0.5431080018751713,False,0.08621600375034233,1.0584511257522653
Bernoulli(0.5),1000,44,Chronological GE,0.44488666532561183,0.5254049212671816,False,0.0805182559415698,0.9885013795321635
Bernoulli(0.5),1000,44,Exact Bernoulli rounding,0.4448666186000828,0.525456869331549,False,0.0805902507314662,0.9893852405683906
Bernoulli(0.5),1000,44,Symmetric empirical-variance bound,0.40512262109965097,0.564877378900349,False,0.15975475780069798,1.9612670024474181
Bernoulli(0.5),1000,44,Optimistic hard-boundary benchmark (not valid),0.44198365034746523,0.528163050032705,False,0.0861793996852398,1.0580017473047665
Bernoulli(0.5),1000,45,Chronological GE,0.4407430305145681,0.5223099472932518,False,0.08156691677868366,1.0013755118891863
Bernoulli(0.5),1000,45,Exact Bernoulli rounding,0.44138965633368643,0.5227109998851079,False,0.08132134355142151,0.9983606741845426
Bernoulli(0.5),1000,45,Symmetric empirical-variance bound,0.40213446581237433,0.5618655341876256,False,0.1597310683752513,1.9609761736228177
Bernoulli(0.5),1000,45,Optimistic hard-boundary benchmark (not valid),0.4390063758979894,0.5251696645719968,False,0.08616328867400735,1.0578039566715405
Bernoulli(0.5),1000,46,Chronological GE,0.47980175679549575,0.561402081977576,False,0.08160032518208027,1.0017856580412525
Bernoulli(0.5),1000,46,Exact Bernoulli rounding,0.47962302260791495,0.5608223952514787,False,0.08119937264356375,0.996863269536736
Bernoulli(0.5),1000,46,Symmetric empirical-variance bound,0.4401435603165609,0.5998564396834392,False,0.15971287936687828,1.9607528719670777
Bernoulli(0.5),1000,46,Optimistic hard-boundary benchmark (not valid),0.4768267405041402,0.5629776589618913,False,0.08615091845775114,1.0576520907910467
Bernoulli(0.5),1000,47,Chronological GE,0.43500363221392035,0.516507854219526,False,0.0815042220056057,1.0006058247051768
Bernoulli(0.5),1000,47,Exact Bernoulli rounding,0.4350370806759154,0.5162943037155538,False,0.08125722303963845,0.9975734835827011
Bernoulli(0.5),1000,47,Symmetric empirical-variance bound,0.396164626590961,0.555835373409039,False,0.15967074681807797,1.9602356217841808
Bernoulli(0.5),1000,47,Optimistic hard-boundary benchmark (not valid),0.4330562281322685,0.5191784925412037,False,0.08612226440893522,1.0573003125954998
Bernoulli(0.5),1000,48,Chronological GE,0.4441802375949919,0.5246938630007207,False,0.08051362540572882,0.9884445316656362
Bernoulli(0.5),1000,48,Exact Bernoulli rounding,0.443929567167575,0.5247135700434917,False,0.08078400287591675,0.9917638845148724
Bernoulli(0.5),1000,48,Symmetric empirical-variance bound,0.4041263297976232,0.5638736702023768,False,0.15974734040475358,1.9611759410348497
Bernoulli(0.5),1000,48,Optimistic hard-boundary benchmark (not valid),0.4409910626214074,0.5271654177879428,False,0.08617435516653538,1.0579398170798742
Bernoulli(0.5),1000,49,Chronological GE,0.44758050655946136,0.5292803100310266,False,0.08169980347156525,1.0030069267490689
Bernoulli(0.5),1000,49,Exact Bernoulli rounding,0.44826850358116116,0.5296898542769616,False,0.08142135069580042,0.9995884355043277
Bernoulli(0.5),1000,49,Symmetric empirical-variance bound,0.4091101806970278,0.5688898193029721,False,0.1597796386059443,1.9615724575274152
Bernoulli(0.5),1000,49,Optimistic hard-boundary benchmark (not valid),0.44595562966215574,0.5321519506077936,False,0.0861963209456379,1.0582094851531754
Bernoulli(0.5),1000,50,Chronological GE,0.4614964718930423,0.5429095332510769,False,0.08141306135803461,0.9994866694921223
Bernoulli(0.5),1000,50,Exact Bernoulli rounding,0.46145492695940726,0.5426822820404995,False,0.08122735508109225,0.9972068025377446
Bernoulli(0.5),1000,50,Symmetric empirical-variance bound,0.4220961883381673,0.5819038116618327,False,0.15980762332366538,1.9619160185217466
Bernoulli(0.5),1000,50,Optimistic hard-boundary benchmark (not valid),0.45888254339873935,0.5450978965539863,False,0.08621535315524698,1.058443138567971
Bernoulli(0.5),1000,51,Chronological GE,0.449480673763901,0.5316573712043464,False,0.08217669744044542,1.008861628153316
Bernoulli(0.5),1000,51,Exact Bernoulli rounding,0.4499065441426974,0.5317356257785686,False,0.08182908163587121,1.0045940406559148
Bernoulli(0.5),1000,51,Symmetric empirical-variance bound,0.4111053966161453,0.5708946033838547,False,0.15978920676770936,1.9616899233243794
Bernoulli(0.5),1000,51,Optimistic hard-boundary benchmark (not valid),0.4479425960164909,0.5341454242015955,False,0.08620282818510461,1.0582893728148561
Bernoulli(0.5),1000,52,Chronological GE,0.45582336047664285,0.5369193921796978,False,0.0810960317030549,0.995594580081648
Bernoulli(0.5),1000,52,Exact Bernoulli rounding,0.45605626024540036,0.5371930235394439,False,0.08113676329404351,0.9960946310752015
Bernoulli(0.5),1000,52,Symmetric empirical-variance bound,0.4170967862352396,0.5769032137647604,False,0.1598064275295208,1.9619013380726018
Bernoulli(0.5),1000,52,Optimistic hard-boundary benchmark (not valid),0.45390740008348407,0.5401219399875432,False,0.08621453990405914,1.0584331544977537
Bernoulli(0.5),1000,53,Chronological GE,0.47642406867817044,0.5576063576154411,False,0.08118228893727064,0.9966535373829433
Bernoulli(0.5),1000,53,Exact Bernoulli rounding,0.47656449028850767,0.5577002385776935,False,0.0811357482891858,0.9960821701284217
Bernoulli(0.5),1000,53,Symmetric empirical-variance bound,0.4371302780193702,0.5968697219806298,False,0.1597394439612596,1.9610789984819355
Bernoulli(0.5),1000,53,Optimistic hard-boundary benchmark (not valid),0.4738323773548708,0.560001362205856,False,0.08616898485098512,1.0578738871330828
Bernoulli(0.5),1000,54,Chronological GE,0.44365214044228196,0.5251172701828182,False,0.08146512974053621,1.0001258992833164
Bernoulli(0.5),1000,54,Exact Bernoulli rounding,0.4442139088508501,0.5253873806433925,False,0.08117347179254242,0.9965452916239478
Bernoulli(0.5),1000,54,Symmetric empirical-variance bound,0.40512262109965097,0.564877378900349,False,0.15975475780069798,1.9612670024474181
Bernoulli(0.5),1000,54,Optimistic hard-boundary benchmark (not valid),0.44198365034746523,0.528163050032705,False,0.0861793996852398,1.0580017473047665
