distribution,n,repetition,method,lower,upper,empty,width,normalized_width
Bernoulli(0.5),200,173,Chronological GE,0.4156958279199898,0.5902238651178777,False,0.1745280371978879,0.958215347886399
Bernoulli(0.5),200,173,Exact Bernoulli rounding,0.41705783848685307,0.5935252212657434,False,0.1764673827788903,0.9688629821027004
Bernoulli(0.5),200,173,Symmetric empirical-variance bound,0.230106810290923,0.7798931897090771,False,0.5497863794181541,3.0185049650220077
Bernoulli(0.5),200,173,Optimistic hard-boundary benchmark (not valid),0.40321431554470044,0.6065629301704072,False,0.20334861462570675,1.1164496354523084
Bernoulli(0.5),200,174,Chronological GE,0.4280667812563479,0.6060358318500221,False,0.17796905059367418,0.9771076238843612
Bernoulli(0.5),200,174,Exact Bernoulli rounding,0.42548052083180643,0.6031545905766036,False,0.17767406974479716,0.9754880836588212
Bernoulli(0.5),200,174,Symmetric empirical-variance bound,0.2401695779738543,0.7898304220261457,False,0.5496608440522914,3.017815735278733
Bernoulli(0.5),200,174,Optimistic hard-boundary benchmark (not valid),0.4130277689785933,0.6163039671310413,False,0.20327619815244802,1.1160520456023886
Bernoulli(0.5),200,175,Chronological GE,0.413975324947387,0.5986447590403259,False,0.1846694340929389,1.0138948954815343
Bernoulli(0.5),200,175,Exact Bernoulli rounding,0.412645095397004,0.5952298284935423,False,0.18258473309653833,1.0024492130423275
Bernoulli(0.5),200,175,Symmetric empirical-variance bound,0.230106810290923,0.7798931897090771,False,0.5497863794181541,3.0185049650220077
Bernoulli(0.5),200,175,Optimistic hard-boundary benchmark (not valid),0.40321431554470044,0.6065629301704072,False,0.20334861462570675,1.1164496354523084
Bernoulli(0.5),200,176,Chronological GE,0.3476977893151343,0.5299711818806827,False,0.18227339256554842,1.0007398528730191
Bernoulli(0.5),200,176,Exact Bernoulli rounding,0.35166937505682555,0.5306839477201479,False,0.17901457266332238,0.98284787805656
Bernoulli(0.5),200,176,Symmetric empirical-variance bound,0.16623259774915883,0.7137674022508411,False,0.5475348045016823,3.006143090812462
Bernoulli(0.5),200,176,Optimistic hard-boundary benchmark (not valid),0.3403116767184674,0.542361449510175,False,0.20204977279170755,1.109318573877349
Bernoulli(0.5),200,177,Chronological GE,0.4637512299232185,0.6449057091958821,False,0.1811544792726636,0.994596657158392
Bernoulli(0.5),200,177,Exact Bernoulli rounding,0.4650363117728628,0.6454616993641904,False,0.1804253875913276,0.9905937081177154
Bernoulli(0.5),200,177,Symmetric empirical-variance bound,0.281050978513875,0.828949021486125,False,0.54789804297225,3.0081373874482855
Bernoulli(0.5),200,177,Optimistic hard-boundary benchmark (not valid),0.4526451678812943,0.6549044775390913,False,0.20225930965779704,1.1104689990139551
Bernoulli(0.5),200,178,Chronological GE,0.38909797789528966,0.5771362618543208,False,0.1880382839590311,1.0323909703715213
Bernoulli(0.5),200,178,Exact Bernoulli rounding,0.3935497521283907,0.5779136199069737,False,0.18436386777858293,1.0122172376283094
Bernoulli(0.5),200,178,Symmetric empirical-variance bound,0.21016957797385427,0.7598304220261457,False,0.5496608440522914,3.017815735278733
Bernoulli(0.5),200,178,Optimistic hard-boundary benchmark (not valid),0.3836960328689587,0.5869722310214067,False,0.20327619815244802,1.1160520456023886
Bernoulli(0.5),200,179,Chronological GE,0.402508735191077,0.5881508341990411,False,0.18564209900796413,1.0192351403206545
Bernoulli(0.5),200,179,Exact Bernoulli rounding,0.4042247654168055,0.587620194852075,False,0.18339542943526943,1.006900198034307
Bernoulli(0.5),200,179,Symmetric empirical-variance bound,0.220106810290923,0.769893189709077,False,0.5497863794181541,3.0185049650220077
Bernoulli(0.5),200,179,Optimistic hard-boundary benchmark (not valid),0.3934370698295928,0.5967856844552994,False,0.20334861462570664,1.116449635452308
Bernoulli(0.5),200,180,Chronological GE,0.40798970917239785,0.5860369834117591,False,0.1780472742393613,0.9775370969883302
Bernoulli(0.5),200,180,Exact Bernoulli rounding,0.40522300190320626,0.5835060665016939,False,0.17828306459848764,0.9788316622892758
Bernoulli(0.5),200,180,Symmetric empirical-variance bound,0.220106810290923,0.769893189709077,False,0.5497863794181541,3.0185049650220077
Bernoulli(0.5),200,180,Optimistic hard-boundary benchmark (not valid),0.3934370698295928,0.5967856844552994,False,0.20334861462570664,1.116449635452308
Bernoulli(0.5),200,181,Chronological GE,0.37931085424497724,0.563735178206116,False,0.18442432396113873,1.0125491616155935
Bernoulli(0.5),200,181,Exact Bernoulli rounding,0.37870925148148876,0.5621502798316321,False,0.18344102835014336,1.007150550818769
Bernoulli(0.5),200,181,Symmetric empirical-variance bound,0.19538160464544868,0.7446183953545513,False,0.5492367907091027,3.0154875453312044
Bernoulli(0.5),200,181,Optimistic hard-boundary benchmark (not valid),0.3691524781623803,0.572184056627637,False,0.20303157846525677,1.1147090044359078
Bernoulli(0.5),200,182,Chronological GE,0.36901835212484,0.5438264892436564,False,0.17480813711881638,0.9597531870066036
Bernoulli(0.5),200,182,Exact Bernoulli rounding,0.36756173829405936,0.5438757029269081,False,0.17631396463284876,0.9680206668819397
Bernoulli(0.5),200,182,Symmetric empirical-variance bound,0.1807356218218933,0.7292643781781067,False,0.5485287563562135,3.011600207831385
Bernoulli(0.5),200,182,Optimistic hard-boundary benchmark (not valid),0.35469083889471675,0.5573139809087388,False,0.2026231420140221,1.1124665562740372
Bernoulli(0.5),200,183,Chronological GE,0.42756001418456435,0.605231040623039,False,0.17767102643847466,0.9754713749232314
Bernoulli(0.5),200,183,Exact Bernoulli rounding,0.42511405787551626,0.6029000595024105,False,0.17778600162689429,0.9761026258783138
Bernoulli(0.5),200,183,Symmetric empirical-variance bound,0.2401695779738543,0.7898304220261457,False,0.5496608440522914,3.017815735278733
Bernoulli(0.5),200,183,Optimistic hard-boundary benchmark (not valid),0.4130277689785933,0.6163039671310413,False,0.20327619815244802,1.1160520456023886
Bernoulli(0.5),200,184,Chronological GE,0.4154209974221885,0.6001950143836439,False,0.18477401696145535,1.0144690892405852
Bernoulli(0.5),200,184,Exact Bernoulli rounding,0.41454024946504003,0.5973646241111777,False,0.1828243746461377,1.0037649226240324
Bernoulli(0.5),200,184,Symmetric empirical-variance bound,0.230106810290923,0.7798931897090771,False,0.5497863794181541,3.0185049650220077
Bernoulli(0.5),200,184,Optimistic hard-boundary benchmark (not valid),0.40321431554470044,0.6065629301704072,False,0.20334861462570675,1.1164496354523084
Bernoulli(0.5),200,185,Chronological GE,0.4106314298696816,0.5965080396272242,False,0.1858766097575426,1.0205226801514935
Bernoulli(0.5),200,185,Exact Bernoulli rounding,0.4122922041209071,0.595574590156459,False,0.18328238603555186,1.0062795532237325
Bernoulli(0.5),200,185,Symmetric empirical-variance bound,0.230106810290923,0.7798931897090771,False,0.5497863794181541,3.0185049650220077
Bernoulli(0.5),200,185,Optimistic hard-boundary benchmark (not valid),0.40321431554470044,0.6065629301704072,False,0.20334861462570675,1.1164496354523084
Bernoulli(0.5),200,186,Chronological GE,0.4368462567217648,0.6175036341883242,False,0.1806573774665594,0.9918674075334106
Bernoulli(0.5),200,186,Exact Bernoulli rounding,0.43928044262830335,0.6198042467379054,False,0.180523804109602,0.9911340466204005
Bernoulli(0.5),200,186,Symmetric empirical-variance bound,0.25538160464544873,0.8046183953545514,False,0.5492367907091027,3.0154875453312044
Bernoulli(0.5),200,186,Optimistic hard-boundary benchmark (not valid),0.42781594337236295,0.6308475218376197,False,0.20303157846525677,1.1147090044359078
Bernoulli(0.5),200,187,Chronological GE,0.4157331553287804,0.6005425225012004,False,0.18480936717242002,1.0146631733272524
Bernoulli(0.5),200,187,Exact Bernoulli rounding,0.4173188814736467,0.5999038844150216,False,0.18258500294137492,1.0024506945777192
Bernoulli(0.5),200,187,Symmetric empirical-variance bound,0.23513034522846238,0.7848696547715377,False,0.5497393095430754,3.0182465361904707
Bernoulli(0.5),200,187,Optimistic hard-boundary benchmark (not valid),0.4081165146651695,0.6114379765062208,False,0.20332146184105127,1.1163005578862482
Bernoulli(0.5),200,188,Chronological GE,0.4785844632424414,0.6578194149769843,False,0.17923495173454285,0.9840578304045428
Bernoulli(0.5),200,188,Exact Bernoulli rounding,0.4775904579731647,0.657400854030288,False,0.17981039605712335,0.9872172057725561
Bernoulli(0.5),200,188,Symmetric empirical-variance bound,0.2966439979174445,0.8433560020825555,False,0.546712004165111,3.0016256509592028
Bernoulli(0.5),200,188,Optimistic hard-boundary benchmark (not valid),0.46765309273565137,0.6692282277880548,False,0.20157513505240343,1.1067126592415726
Bernoulli(0.5),200,189,Chronological GE,0.417799127753824,0.5986585286445916,False,0.18085940089076757,0.992976581445046
Bernoulli(0.5),200,189,Exact Bernoulli rounding,0.4198205659081752,0.5999044452562096,False,0.18008387934803438,0.9887187174548556
Bernoulli(0.5),200,189,Symmetric empirical-variance bound,0.23513034522846238,0.7848696547715377,False,0.5497393095430754,3.0182465361904707
Bernoulli(0.5),200,189,Optimistic hard-boundary benchmark (not valid),0.4081165146651695,0.6114379765062208,False,0.20332146184105127,1.1163005578862482
Bernoulli(0.5),200,190,Chronological GE,0.39500749157741666,0.5737091531045735,False,0.17870166152715683,0.981129894757072
Bernoulli(0.5),200,190,Exact Bernoulli rounding,0.39222169624804865,0.571026678350936,False,0.17880498210288737,0.9816971581206381
Bernoulli(0.5),200,190,Symmetric empirical-variance bound,0.20522452031371535,0.7547754796862847,False,0.5495509593725694,3.0172124328621255
Bernoulli(0.5),200,190,Optimistic hard-boundary benchmark (not valid),0.3788391048778862,0.582051914852264,False,0.20321280997437785,1.1157040240118374
Bernoulli(0.5),200,191,Chronological GE,0.3950463724322617,0.5820540855638683,False,0.18700771313160658,1.0267328033527605
Bernoulli(0.5),200,191,Exact Bernoulli rounding,0.3931797951454737,0.5778679988094294,False,0.18468820366395572,1.013997946494485
Bernoulli(0.5),200,191,Symmetric empirical-variance bound,0.21016957797385427,0.7598304220261457,False,0.5496608440522914,3.017815735278733
Bernoulli(0.5),200,191,Optimistic hard-boundary benchmark (not valid),0.3836960328689587,0.5869722310214067,False,0.20327619815244802,1.1160520456023886
Bernoulli(0.5),200,192,Chronological GE,0.4440668770112097,0.6256091692484915,False,0.1815422922372818,0.9967258757113122
Bernoulli(0.5),200,192,Exact Bernoulli rounding,0.4451070011867043,0.6254688416050649,False,0.18036184041836056,0.9902448135937785
Bernoulli(0.5),200,192,Symmetric empirical-variance bound,0.26048379401466815,0.8095162059853319,False,0.5490324119706638,3.0143654399829862
Bernoulli(0.5),200,192,Optimistic hard-boundary benchmark (not valid),0.43276351246810585,0.6356771929943716,False,0.2029136805262658,1.1140617066352845
Bernoulli(0.5),200,193,Chronological GE,0.4096858757548034,0.5921924761496484,False,0.182506600394845,1.0020202392502857
Bernoulli(0.5),200,193,Exact Bernoulli rounding,0.4135304916502635,0.5945951572878873,False,0.18106466563762375,0.9941035512659154
Bernoulli(0.5),200,193,Symmetric empirical-variance bound,0.230106810290923,0.7798931897090771,False,0.5497863794181541,3.0185049650220077
Bernoulli(0.5),200,193,Optimistic hard-boundary benchmark (not valid),0.40321431554470044,0.6065629301704072,False,0.20334861462570675,1.1164496354523084
Bernoulli(0.5),200,194,Chronological GE,0.3966999244876206,0.5784035385586321,False,0.18170361407101154,0.9976115847326871
Bernoulli(0.5),200,194,Exact Bernoulli rounding,0.3982770795867114,0.5789442866303895,False,0.18066720704367817,0.9919213750896247
Bernoulli(0.5),200,194,Symmetric empirical-variance bound,0.21513034522846236,0.7648696547715377,False,0.5497393095430754,3.0182465361904707
Bernoulli(0.5),200,194,Optimistic hard-boundary benchmark (not valid),0.3885620234937792,0.5918834853348305,False,0.20332146184105127,1.1163005578862482
Bernoulli(0.5),200,195,Chronological GE,0.36544042779132724,0.544293865095824,False,0.17885343730449677,0.9819631928426948
Bernoulli(0.5),200,195,Exact Bernoulli rounding,0.3661345397648923,0.5448000578034877,False,0.17866551803859543,0.9809314553199378
Bernoulli(0.5),200,195,Symmetric empirical-variance bound,0.1807356218218933,0.7292643781781067,False,0.5485287563562135,3.011600207831385
Bernoulli(0.5),200,195,Optimistic hard-boundary benchmark (not valid),0.35469083889471675,0.5573139809087388,False,0.2026231420140221,1.1124665562740372
Bernoulli(0.5),200,196,Chronological GE,0.4481251877732575,0.627689725253731,False,0.17956453748047352,0.9858673627024238
Bernoulli(0.5),200,196,Exact Bernoulli rounding,0.4491494520572088,0.6278791874879006,False,0.17872973543069182,0.981284029563572
Bernoulli(0.5),200,196,Symmetric empirical-variance bound,0.2656017878047698,0.8143982121952302,False,0.5487964243904604,3.0130697918745675
Bernoulli(0.5),200,196,Optimistic hard-boundary benchmark (not valid),0.437720197540972,0.6404977463403152,False,0.20277754879934318,1.1133142994440626
Bernoulli(0.5),200,197,Chronological GE,0.42530852323397994,0.6058181556873024,False,0.1805096324533224,0.9910562396458301
Bernoulli(0.5),200,197,Exact Bernoulli rounding,0.4245352009941643,0.6040547133908553,False,0.17951951239669095,0.985620160436169
Bernoulli(0.5),200,197,Symmetric empirical-variance bound,0.2401695779738543,0.7898304220261457,False,0.5496608440522914,3.017815735278733
Bernoulli(0.5),200,197,Optimistic hard-boundary benchmark (not valid),0.4130277689785933,0.6163039671310413,False,0.20327619815244802,1.1160520456023886
Bernoulli(0.5),200,198,Chronological GE,0.3835005643777549,0.564864291343838,False,0.18136372696608305,0.9957454946435521
Bernoulli(0.5),200,198,Exact Bernoulli rounding,0.3821864136233505,0.56281271084606,False,0.1806262972227095,0.9916967669466534
Bernoulli(0.5),200,198,Symmetric empirical-variance bound,0.19538160464544868,0.7446183953545513,False,0.5492367907091027,3.0154875453312044
Bernoulli(0.5),200,198,Optimistic hard-boundary benchmark (not valid),0.3691524781623803,0.572184056627637,False,0.20303157846525677,1.1147090044359078
Bernoulli(0.5),200,199,Chronological GE,0.42776925722137094,0.6134567349217832,False,0.18568747770041227,1.0194842840128024
Bernoulli(0.5),200,199,Exact Bernoulli rounding,0.42872109637974876,0.6120414249772127,False,0.18332032859746394,1.0064878701551896
Bernoulli(0.5),200,199,Symmetric empirical-variance bound,0.2452245203137154,0.7947754796862847,False,0.5495509593725694,3.0172124328621255
Bernoulli(0.5),200,199,Optimistic hard-boundary benchmark (not valid),0.41794808514773596,0.6211608951221137,False,0.20321280997437774,1.1157040240118368
Bernoulli(0.5),1000,0,Chronological GE,0.44296779250726104,0.5241354745812714,False,0.08116768207401037,0.996474212777429
Bernoulli(0.5),1000,0,Exact Bernoulli rounding,0.44261725994178786,0.5236667404009128,False,0.08104948045912491,0.9950230827447318
Bernoulli(0.5),1000,0,Symmetric empirical-variance bound,0.4031302780193702,0.5628697219806298,False,0.1597394439612596,1.9610789984819355
Bernoulli(0.5),1000,0,Optimistic hard-boundary benchmark (not valid),0.43999863779414405,0.5261676226451291,False,0.08616898485098501,1.0578738871330815
Bernoulli(0.5),1000,1,Chronological GE,0.46419985545799136,0.5455704568885267,False,0.08137060143053532,0.9989654001673328
Bernoulli(0.5),1000,1,Exact Bernoulli rounding,0.4639698005345923,0.545271068695789,False,0.0813012681611967,0.9981142139166218
Bernoulli(0.5),1000,1,Symmetric empirical-variance bound,0.4250986995460523,0.5849013004539477,False,0.15980260090789544,1.9618543596487479
Bernoulli(0.5),1000,1,Optimistic hard-boundary benchmark (not valid),0.4618695812176986,0.548081518663305,False,0.0862119374456064,1.0584012048021147
Bernoulli(0.5),1000,2,Chronological GE,0.4439828102476895,0.5259721498005092,False,0.08198933955281973,1.006561484810437
Bernoulli(0.5),1000,2,Exact Bernoulli rounding,0.44415273375427183,0.5261221027526128,False,0.08196936899834101,1.006316311583305
Bernoulli(0.5),1000,2,Symmetric empirical-variance bound,0.40512262109965097,0.5648773789003491,False,0.1597547578006981,1.9612670024474195
Bernoulli(0.5),1000,2,Optimistic hard-boundary benchmark (not valid),0.44198365034746523,0.528163050032705,False,0.0861793996852398,1.0580017473047665
Bernoulli(0.5),1000,3,Chronological GE,0.4415039452724159,0.5220959638245404,False,0.0805920185521245,0.989406943636087
Bernoulli(0.5),1000,3,Exact Bernoulli rounding,0.4408362295168212,0.5213297596186439,False,0.0804935301018227,0.9881978269227051
Bernoulli(0.5),1000,3,Symmetric empirical-variance bound,0.40113889322701285,0.5608611067729872,False,0.15972221354597432,1.960867465220562
Bernoulli(0.5),1000,3,Optimistic hard-boundary benchmark (not valid),0.4380142769672264,0.5241715435343093,False,0.08615726656708289,1.057730024854055
Bernoulli(0.5),1000,4,Chronological GE,0.45409112563356757,0.5353875323198736,False,0.081296406686306,0.9980545308723255
Bernoulli(0.5),1000,4,Exact Bernoulli rounding,0.4536036481093357,0.5348642692957302,False,0.08126062118639449,0.9976152017336586
Bernoulli(0.5),1000,4,Symmetric empirical-variance bound,0.41410001498275556,0.5738999850172445,False,0.15979997003448893,1.9618220611102202
Bernoulli(0.5),1000,4,Optimistic hard-boundary benchmark (not valid),0.4509242659680982,0.5371344141752072,False,0.08621014820710904,1.0583792387932605
Bernoulli(0.5),1000,5,Chronological GE,0.4449268844909966,0.5264603546820581,False,0.0815334701910615,1.0009648969594598
Bernoulli(0.5),1000,5,Exact Bernoulli rounding,0.4450317916585366,0.5264451717147554,False,0.08141338005621873,0.9994905820656247
Bernoulli(0.5),1000,5,Symmetric empirical-variance bound,0.40611915188086317,0.5658808481191369,False,0.1597616962382737,1.9613521838144905
Bernoulli(0.5),1000,5,Optimistic hard-boundary benchmark (not valid),0.4429764009419701,0.5291605194097166,False,0.08618411846774654,1.058059678552321
Bernoulli(0.5),1000,6,Chronological GE,0.4470708589069545,0.5286568705923855,False,0.081586011685431,1.0016099350202026
Bernoulli(0.5),1000,6,Exact Bernoulli rounding,0.4471283151699897,0.5286235471051571,False,0.08149523193516744,1.0004954559828743
Bernoulli(0.5),1000,6,Symmetric empirical-variance bound,0.4081129317169236,0.5678870682830764,False,0.15977413656615286,1.9615049104368767
Bernoulli(0.5),1000,6,Optimistic hard-boundary benchmark (not valid),0.44496239062475385,0.5311549696718691,False,0.0861925790471153,1.0581635468524957
Bernoulli(0.5),1000,7,Chronological GE,0.4487786297686398,0.5306130214594305,False,0.08183439169079065,1.0046592307988442
Bernoulli(0.5),1000,7,Exact Bernoulli rounding,0.4484158106330415,0.5301013068144502,False,0.08168549618140875,1.0028312799234929
Bernoulli(0.5),1000,7,Symmetric empirical-variance bound,0.4091101806970278,0.5688898193029721,False,0.1597796386059443,1.9615724575274152
Bernoulli(0.5),1000,7,Optimistic hard-boundary benchmark (not valid),0.44595562966215574,0.5321519506077936,False,0.0861963209456379,1.0582094851531754
Bernoulli(0.5),1000,8,Chronological GE,0.46347930328920484,0.5454502259381115,False,0.08197092264890671,1.0063353853412935
Bernoulli(0.5),1000,8,Exact Bernoulli rounding,0.4641828315235392,0.54597468239147,False,0.08179185086793078,1.004136968343061
Bernoulli(0.5),1000,8,Symmetric empirical-variance bound,0.4250986995460523,0.5849013004539477,False,0.15980260090789544,1.9618543596487479
Bernoulli(0.5),1000,8,Optimistic hard-boundary benchmark (not valid),0.4618695812176986,0.548081518663305,False,0.0862119374456064,1.0584012048021147
Bernoulli(0.5),1000,9,Chronological GE,0.48295491142198443,0.564508595969528,False,0.08155368454754353,1.0012130632794474
Bernoulli(0.5),1000,9,Exact Bernoulli rounding,0.483124139572203,0.564529120040728,False,0.08140498046852496,0.9993874625441485
Bernoulli(0.5),1000,9,Symmetric empirical-variance bound,0.44416462659096106,0.603835373409039,False,0.15967074681807797,1.9602356217841808
Bernoulli(0.5),1000,9,Optimistic hard-boundary benchmark (not valid),0.48082150745879637,0.5669437718677315,False,0.08612226440893511,1.0573003125954985
Bernoulli(0.5),1000,10,Chronological GE,0.42233448987826705,0.5029606423340738,False,0.08062615245580673,0.9898259965637013
Bernoulli(0.5),1000,10,Exact Bernoulli rounding,0.4219918860979262,0.5029006896893684,False,0.0809088035914422,0.9932960299646327
Bernoulli(0.5),1000,10,Symmetric empirical-variance bound,0.3822686305133306,0.5417313694866694,False,0.15946273897333885,1.957681964367317
Bernoulli(0.5),1000,10,Optimistic hard-boundary benchmark (not valid),0.41919542078620464,0.5051762205363526,False,0.08598079975014794,1.055563588311907
Bernoulli(0.5),1000,11,Chronological GE,0.45965943252667785,0.5418835743330419,False,0.08222414180636406,1.009444090113193
Bernoulli(0.5),1000,11,Exact Bernoulli rounding,0.4599982083691124,0.5419628532755887,False,0.08196464490647626,1.006258315154163
Bernoulli(0.5),1000,11,Symmetric empirical-variance bound,0.4210958296027939,0.5809041703972061,False,0.1598083407944122,1.9619248267207656
Bernoulli(0.5),1000,11,Optimistic hard-boundary benchmark (not valid),0.4578871894371649,0.5441030305392212,False,0.08621584110205627,1.05844912896218
Bernoulli(0.5),1000,12,Chronological GE,0.4678853736259043,0.5488758408464491,False,0.08099046722054482,0.9942985927882005
Bernoulli(0.5),1000,12,Exact Bernoulli rounding,0.46776953518629427,0.5486565263400266,False,0.08088699115373232,0.9930282444231424
Bernoulli(0.5),1000,12,Symmetric empirical-variance bound,0.42810336349770284,0.5878966365022972,False,0.15979327300459434,1.9617398434415418
Bernoulli(0.5),1000,12,Optimistic hard-boundary benchmark (not valid),0.4648580831015001,0.5510636767056958,False,0.08620559360419566,1.0583233231352467
Bernoulli(0.5),1000,13,Chronological GE,0.4577844017185271,0.5392004870809615,False,0.08141608536243439,0.9995237943961075
Bernoulli(0.5),1000,13,Exact Bernoulli rounding,0.45833950191898565,0.5395408653209153,False,0.08120136340192963,0.9968877095518353
Bernoulli(0.5),1000,13,Symmetric empirical-variance bound,0.4190958296027939,0.5789041703972061,False,0.1598083407944122,1.9619248267207656
Bernoulli(0.5),1000,13,Optimistic hard-boundary benchmark (not valid),0.45589696946077884,0.5421128105628352,False,0.08621584110205638,1.0584491289621814
Bernoulli(0.5),1000,14,Chronological GE,0.47155991988256574,0.5536755374632776,False,0.08211561758071184,1.0081117668342618
Bernoulli(0.5),1000,14,Exact Bernoulli rounding,0.4720388243478882,0.5539377268259386,False,0.08189890247805037,1.0054512127097193
Bernoulli(0.5),1000,14,Symmetric empirical-variance bound,0.4331159220995588,0.5928840779004412,False,0.15976815580088238,1.9614314861599673
Bernoulli(0.5),1000,14,Optimistic hard-boundary benchmark (not valid),0.46984217405268613,0.5560306856234607,False,0.08618851157077456,1.058113611518862
Bernoulli(0.5),1000,15,Chronological GE,0.48219523997977376,0.5627179429866374,False,0.0805227030068636,0.9885559749792007
Bernoulli(0.5),1000,15,Exact Bernoulli rounding,0.48177981706410833,0.5624269460297618,False,0.08064712896565351,0.9900835196394167
Bernoulli(0.5),1000,15,Symmetric empirical-variance bound,0.4421536137479946,0.6018463862520054,False,0.15969277250401076,1.960506025317828
Bernoulli(0.5),1000,15,Optimistic hard-boundary benchmark (not valid),0.4788237977380194,0.5649610416603086,False,0.08613724392228916,1.0574842121278722
Bernoulli(0.5),1000,16,Chronological GE,0.44832231709733605,0.5302625582553446,False,0.08194024115800858,1.0059587167743427
Bernoulli(0.5),1000,16,Exact Bernoulli rounding,0.4480949949592845,0.5299291110086627,False,0.08183411604937818,1.0046558468219646
Bernoulli(0.5),1000,16,Symmetric empirical-variance bound,0.4091101806970278,0.5688898193029721,False,0.1597796386059443,1.9615724575274152
Bernoulli(0.5),1000,16,Optimistic hard-boundary benchmark (not valid),0.44595562966215574,0.5321519506077936,False,0.0861963209456379,1.0582094851531754
Bernoulli(0.5),1000,17,Chronological GE,0.4406146858818829,0.5222149570472538,False,0.08160027116537094,1.001784994892367
Bernoulli(0.5),1000,17,Exact Bernoulli rounding,0.44052639388312986,0.5219905878817777,False,0.0814641939986478,1.0001144114270932
Bernoulli(0.5),1000,17,Symmetric empirical-variance bound,0.40113889322701285,0.5608611067729872,False,0.15972221354597432,1.960867465220562
Bernoulli(0.5),1000,17,Optimistic hard-boundary benchmark (not valid),0.4380142769672264,0.5241715435343093,False,0.08615726656708289,1.057730024854055
Bernoulli(0.5),1000,18,Chronological GE,0.46994599932804704,0.5515566510148346,False,0.0816106516867876,1.0019124338143934
Bernoulli(0.5),1000,18,Exact Bernoulli rounding,0.4702139049334778,0.551630773701033,False,0.08141686876755516,0.9995334120540357
Bernoulli(0.5),1000,18,Symmetric empirical-variance bound,0.43111018069702783,0.5908898193029721,False,0.1597796386059443,1.9615724575274152
Bernoulli(0.5),1000,18,Optimistic hard-boundary benchmark (not valid),0.4678480493922065,0.5540443703378441,False,0.08619632094563767,1.0582094851531727
Bernoulli(0.5),1000,19,Chronological GE,0.44081626320257783,0.5221169483847916,False,0.08130068518221378,0.9981070568374959
Bernoulli(0.5),1000,19,Exact Bernoulli rounding,0.44061931758738476,0.5219007531292436,False,0.08128143554185879,0.9978707340828126
Bernoulli(0.5),1000,19,Symmetric empirical-variance bound,0.40113889322701285,0.5608611067729872,False,0.15972221354597432,1.960867465220562
Bernoulli(0.5),1000,19,Optimistic hard-boundary benchmark (not valid),0.4380142769672264,0.5241715435343093,False,0.08615726656708289,1.057730024854055
Bernoulli(0.5),1000,20,Chronological GE,0.433394908439368,0.5144681711681187,False,0.0810732627287507,0.9953150513928178
Bernoulli(0.5),1000,20,Exact Bernoulli rounding,0.43324913162993833,0.5144879412804293,False,0.08123880965049096,0.9973474272634067
Bernoulli(0.5),1000,20,Symmetric empirical-variance bound,0.39417659937633576,0.5538234006236642,False,0.15964680124732844,1.9599416483312937
Bernoulli(0.5),1000,20,Optimistic hard-boundary benchmark (not valid),0.4310741507770559,0.5171801299726895,False,0.08610597919563356,1.057100383329442
Bernoulli(0.5),1000,21,Chronological GE,0.45818989956751466,0.5394800403155386,False,0.08129014074802399,0.9979776056016102
Bernoulli(0.5),1000,21,Exact Bernoulli rounding,0.4580644560574132,0.5393345012654629,False,0.0812700452080497,0.9977308979605326
Bernoulli(0.5),1000,21,Symmetric empirical-variance bound,0.4190958296027939,0.5789041703972061,False,0.1598083407944122,1.9619248267207656
Bernoulli(0.5),1000,21,Optimistic hard-boundary benchmark (not valid),0.45589696946077884,0.5421128105628352,False,0.08621584110205638,1.0584491289621814
Bernoulli(0.5),1000,22,Chronological GE,0.44919339334592223,0.530273602809757,False,0.08108020946383476,0.9954003346262106
Bernoulli(0.5),1000,22,Exact Bernoulli rounding,0.4487876084757402,0.5298263273130044,False,0.08103871883726421,0.994890965153126
Bernoulli(0.5),1000,22,Symmetric empirical-variance bound,0.4091101806970278,0.5688898193029721,False,0.1597796386059443,1.9615724575274152
Bernoulli(0.5),1000,22,Optimistic hard-boundary benchmark (not valid),0.44595562966215574,0.5321519506077936,False,0.0861963209456379,1.0582094851531754
Bernoulli(0.5),1000,23,Chronological GE,0.46399614261463284,0.5450511951930821,False,0.08105505257844925,0.9950914901832018
Bernoulli(0.5),1000,23,Exact Bernoulli rounding,0.464280446609127,0.5453080173185686,False,0.08102757070944161,0.9947541025298243
Bernoulli(0.5),1000,23,Symmetric empirical-variance bound,0.4250986995460523,0.5849013004539477,False,0.15980260090789544,1.9618543596487479
Bernoulli(0.5),1000,23,Optimistic hard-boundary benchmark (not valid),0.4618695812176986,0.548081518663305,False,0.0862119374456064,1.0584012048021147
Bernoulli(0.5),1000,24,Chronological GE,0.462463456671685,0.5440370100550354,False,0.08157355338335037,1.0014569877332882
Bernoulli(0.5),1000,24,Exact Bernoulli rounding,0.46265363110484303,0.5440547144106355,False,0.08140108330579243,0.9993396181057375
Bernoulli(0.5),1000,24,Symmetric empirical-variance bound,0.4230967862352396,0.5829032137647604,False,0.1598064275295208,1.9619013380726018
Bernoulli(0.5),1000,24,Optimistic hard-boundary benchmark (not valid),0.4598780600124568,0.5460925999165158,False,0.08621453990405903,1.0584331544977523
Bernoulli(0.5),1000,25,Chronological GE,0.4636979433707893,0.5447550383396447,False,0.08105709496885538,0.9951165640712337
Bernoulli(0.5),1000,25,Exact Bernoulli rounding,0.46419683972552933,0.5452587379405465,False,0.08106189821501714,0.9951755322567911
