distribution,population_mean,population_variance,replication,n,sampling_fraction,method,width,calibration,normalized_width
"Uniform(0,1)",0.5,0.08333332812500001,5,2000,0.5,WSR running intersection,0.02740936866030097,Uniformly randomized Markov,1.1655161498582438
"Uniform(0,1)",0.5,0.08333332812500001,5,2000,0.5,Bardenet--Maillard EBS,0.06458895532371223,As published,2.746486847808795
"Uniform(0,1)",0.5,0.08333332812500001,5,2000,0.5,Shekhar--Ramdas AS-CI,0.09587678296841667,As published,4.076924949679465
"Uniform(0,1)",0.5,0.08333332812500001,5,2800,0.7,Bridge-efficient betting,0.015742381196469146,Deterministic Markov,1.0225347605449517
"Uniform(0,1)",0.5,0.08333332812500001,5,2800,0.7,Bridge-efficient betting,0.015347321983426754,Uniformly randomized Markov,0.9968739807195982
"Uniform(0,1)",0.5,0.08333332812500001,5,2800,0.7,WSR running intersection,0.0200216160155835,Deterministic Markov,1.3004893022670216
"Uniform(0,1)",0.5,0.08333332812500001,5,2800,0.7,WSR running intersection,0.019008782878518204,Uniformly randomized Markov,1.2347014728176027
"Uniform(0,1)",0.5,0.08333332812500001,5,2800,0.7,Bardenet--Maillard EBS,0.04412843347927475,As published,2.8663298517427993
"Uniform(0,1)",0.5,0.08333332812500001,5,2800,0.7,Shekhar--Ramdas AS-CI,0.06177313519471672,As published,4.012428438628325
"Uniform(0,1)",0.5,0.08333332812500001,5,3200,0.8,Bridge-efficient betting,0.011988049931824118,Deterministic Markov,1.0195248182483752
"Uniform(0,1)",0.5,0.08333332812500001,5,3200,0.8,Bridge-efficient betting,0.01179858185350896,Uniformly randomized Markov,1.0034114879564033
"Uniform(0,1)",0.5,0.08333332812500001,5,3200,0.8,WSR running intersection,0.016111711785197214,Deterministic Markov,1.3702220230053668
"Uniform(0,1)",0.5,0.08333332812500001,5,3200,0.8,WSR running intersection,0.014326255582273018,Uniformly randomized Markov,1.2183777346408
"Uniform(0,1)",0.5,0.08333332812500001,5,3200,0.8,Bardenet--Maillard EBS,0.03614795488022582,As published,3.074206175224445
"Uniform(0,1)",0.5,0.08333332812500001,5,3200,0.8,Shekhar--Ramdas AS-CI,0.04638052790279257,As published,3.94443629691849
"Uniform(0,1)",0.5,0.08333332812500001,5,3600,0.9,Bridge-efficient betting,0.008129563182592225,Deterministic Markov,1.0370691822239342
"Uniform(0,1)",0.5,0.08333332812500001,5,3600,0.9,Bridge-efficient betting,0.008050337247550388,Uniformly randomized Markov,1.0269625167341205
"Uniform(0,1)",0.5,0.08333332812500001,5,3600,0.9,WSR running intersection,0.012075436394661687,Deterministic Markov,1.5404349121271943
"Uniform(0,1)",0.5,0.08333332812500001,5,3600,0.9,WSR running intersection,0.012001430615782849,Uniformly randomized Markov,1.5309941696348959
"Uniform(0,1)",0.5,0.08333332812500001,5,3600,0.9,Bardenet--Maillard EBS,0.02837350258392829,As published,3.6195407380007016
"Uniform(0,1)",0.5,0.08333332812500001,5,3600,0.9,Shekhar--Ramdas AS-CI,0.029916938372557433,As published,3.8164331976787613
"Uniform(0,1)",0.5,0.08333332812500001,6,400,0.1,Bridge-efficient betting,0.07278723930940051,Deterministic Markov,1.0316995862510265
"Uniform(0,1)",0.5,0.08333332812500001,6,400,0.1,Bridge-efficient betting,0.07031911332160234,Uniformly randomized Markov,0.9967159189957979
"Uniform(0,1)",0.5,0.08333332812500001,6,400,0.1,WSR running intersection,0.0834412207826975,Deterministic Markov,1.1827110599958073
"Uniform(0,1)",0.5,0.08333332812500001,6,400,0.1,WSR running intersection,0.08196527911350127,Uniformly randomized Markov,1.1617907939726977
"Uniform(0,1)",0.5,0.08333332812500001,6,400,0.1,Bardenet--Maillard EBS,0.25417327574366383,As published,3.602698301361993
"Uniform(0,1)",0.5,0.08333332812500001,6,400,0.1,Shekhar--Ramdas AS-CI,0.29634144882435925,As published,4.200397666430458
"Uniform(0,1)",0.5,0.08333332812500001,6,1200,0.3,Bridge-efficient betting,0.03773055132478459,Deterministic Markov,1.0503257720839834
"Uniform(0,1)",0.5,0.08333332812500001,6,1200,0.3,Bridge-efficient betting,0.03572443285956972,Uniformly randomized Markov,0.9944803669179944
"Uniform(0,1)",0.5,0.08333332812500001,6,1200,0.3,WSR running intersection,0.043593835737556264,Deterministic Markov,1.2135451927275156
"Uniform(0,1)",0.5,0.08333332812500001,6,1200,0.3,WSR running intersection,0.04035280095413324,Uniformly randomized Markov,1.123322753835834
"Uniform(0,1)",0.5,0.08333332812500001,6,1200,0.3,Bardenet--Maillard EBS,0.10264837903593377,As published,2.8574784671451403
"Uniform(0,1)",0.5,0.08333332812500001,6,1200,0.3,Shekhar--Ramdas AS-CI,0.14963433735609938,As published,4.165452011579308
"Uniform(0,1)",0.5,0.08333332812500001,6,2000,0.5,Bridge-efficient betting,0.023931625299155712,Deterministic Markov,1.0176336465174105
"Uniform(0,1)",0.5,0.08333332812500001,6,2000,0.5,Bridge-efficient betting,0.023858629167079926,Uniformly randomized Markov,1.0145296651063123
"Uniform(0,1)",0.5,0.08333332812500001,6,2000,0.5,WSR running intersection,0.027669298462569714,Deterministic Markov,1.1765690269284284
"Uniform(0,1)",0.5,0.08333332812500001,6,2000,0.5,WSR running intersection,0.02736849896609783,Uniformly randomized Markov,1.163778266391321
"Uniform(0,1)",0.5,0.08333332812500001,6,2000,0.5,Bardenet--Maillard EBS,0.06460551592435099,As published,2.747191046717389
"Uniform(0,1)",0.5,0.08333332812500001,6,2000,0.5,Shekhar--Ramdas AS-CI,0.09728348081775734,As published,4.136741324208079
"Uniform(0,1)",0.5,0.08333332812500001,6,2800,0.7,Bridge-efficient betting,0.01593855069950223,Deterministic Markov,1.0352768059386401
"Uniform(0,1)",0.5,0.08333332812500001,6,2800,0.7,Bridge-efficient betting,0.015388026740401906,Uniformly randomized Markov,0.9995179281889913
"Uniform(0,1)",0.5,0.08333332812500001,6,2800,0.7,WSR running intersection,0.020254536811262547,Deterministic Markov,1.3156185007702974
"Uniform(0,1)",0.5,0.08333332812500001,6,2800,0.7,WSR running intersection,0.01924709463492058,Uniformly randomized Markov,1.2501808371988061
"Uniform(0,1)",0.5,0.08333332812500001,6,2800,0.7,Bardenet--Maillard EBS,0.04412079419769238,As published,2.8658336478416184
"Uniform(0,1)",0.5,0.08333332812500001,6,2800,0.7,Shekhar--Ramdas AS-CI,0.06251658644722813,As published,4.060718766436808
"Uniform(0,1)",0.5,0.08333332812500001,6,3200,0.8,Bridge-efficient betting,0.012295186147093795,Deterministic Markov,1.0456452461604286
"Uniform(0,1)",0.5,0.08333332812500001,6,3200,0.8,Bridge-efficient betting,0.011959224194288187,Uniformly randomized Markov,1.0170733307262736
"Uniform(0,1)",0.5,0.08333332812500001,6,3200,0.8,WSR running intersection,0.016153468377888114,Deterministic Markov,1.3737732163033567
"Uniform(0,1)",0.5,0.08333332812500001,6,3200,0.8,WSR running intersection,0.014859609678387398,Uniformly randomized Markov,1.2637368832092029
"Uniform(0,1)",0.5,0.08333332812500001,6,3200,0.8,Bardenet--Maillard EBS,0.03627948093129535,As published,3.0853918204356496
"Uniform(0,1)",0.5,0.08333332812500001,6,3200,0.8,Shekhar--Ramdas AS-CI,0.046777255549606434,As published,3.9781760364351126
"Uniform(0,1)",0.5,0.08333332812500001,6,3600,0.9,Bridge-efficient betting,0.0081739196553825,Deterministic Markov,1.0427276327371733
"Uniform(0,1)",0.5,0.08333332812500001,6,3600,0.9,Bridge-efficient betting,0.00791050074622035,Uniformly randomized Markov,1.0091239043976141
"Uniform(0,1)",0.5,0.08333332812500001,6,3600,0.9,WSR running intersection,0.010939336102455788,Deterministic Markov,1.3955052800548036
"Uniform(0,1)",0.5,0.08333332812500001,6,3600,0.9,WSR running intersection,0.010518739745020933,Uniformly randomized Markov,1.3418507957172767
"Uniform(0,1)",0.5,0.08333332812500001,6,3600,0.9,Bardenet--Maillard EBS,0.028442120847390506,As published,3.628294207870616
"Uniform(0,1)",0.5,0.08333332812500001,6,3600,0.9,Shekhar--Ramdas AS-CI,0.02996284104418251,As published,3.8222888931269554
"Uniform(0,1)",0.5,0.08333332812500001,7,400,0.1,Bridge-efficient betting,0.07097961734980329,Deterministic Markov,1.0060780233849398
"Uniform(0,1)",0.5,0.08333332812500001,7,400,0.1,Bridge-efficient betting,0.06914244163781402,Uniformly randomized Markov,0.9800375602500098
"Uniform(0,1)",0.5,0.08333332812500001,7,400,0.1,WSR running intersection,0.070797398965806,Deterministic Markov,1.0034952268238801
"Uniform(0,1)",0.5,0.08333332812500001,7,400,0.1,WSR running intersection,0.06863068034872427,Uniformly randomized Markov,0.9727837625346045
"Uniform(0,1)",0.5,0.08333332812500001,7,400,0.1,Bardenet--Maillard EBS,0.2507726562990822,As published,3.5544973020211788
"Uniform(0,1)",0.5,0.08333332812500001,7,400,0.1,Shekhar--Ramdas AS-CI,0.2952366740515424,As published,4.184738387594909
"Uniform(0,1)",0.5,0.08333332812500001,7,1200,0.3,Bridge-efficient betting,0.03627276243641969,Deterministic Markov,1.0097445140332557
"Uniform(0,1)",0.5,0.08333332812500001,7,1200,0.3,Bridge-efficient betting,0.03592207459732888,Uniformly randomized Markov,0.9999822269099405
"Uniform(0,1)",0.5,0.08333332812500001,7,1200,0.3,WSR running intersection,0.043349369429051765,Deterministic Markov,1.2067398518243775
"Uniform(0,1)",0.5,0.08333332812500001,7,1200,0.3,WSR running intersection,0.0420542334206403,Uniformly randomized Markov,1.170686449999449
"Uniform(0,1)",0.5,0.08333332812500001,7,1200,0.3,Bardenet--Maillard EBS,0.10270375648618524,As published,2.8590200391908476
"Uniform(0,1)",0.5,0.08333332812500001,7,1200,0.3,Shekhar--Ramdas AS-CI,0.14829756739976818,As published,4.128239623019273
"Uniform(0,1)",0.5,0.08333332812500001,7,2000,0.5,Bridge-efficient betting,0.023961500264704227,Deterministic Markov,1.01890400612528
"Uniform(0,1)",0.5,0.08333332812500001,7,2000,0.5,Bridge-efficient betting,0.023543046787381172,Uniformly randomized Markov,1.0011102987316927
"Uniform(0,1)",0.5,0.08333332812500001,7,2000,0.5,WSR running intersection,0.029719915241003036,Deterministic Markov,1.263766473978567
"Uniform(0,1)",0.5,0.08333332812500001,7,2000,0.5,WSR running intersection,0.028542854823172092,Uniformly randomized Markov,1.2137148677798493
"Uniform(0,1)",0.5,0.08333332812500001,7,2000,0.5,Bardenet--Maillard EBS,0.06450993046833425,As published,2.7431265097315216
"Uniform(0,1)",0.5,0.08333332812500001,7,2000,0.5,Shekhar--Ramdas AS-CI,0.09644039426367551,As published,4.100891137117344
"Uniform(0,1)",0.5,0.08333332812500001,7,2800,0.7,Bridge-efficient betting,0.0157178171910346,Deterministic Markov,1.020939223688007
"Uniform(0,1)",0.5,0.08333332812500001,7,2800,0.7,Bridge-efficient betting,0.015503025334328513,Uniformly randomized Markov,1.006987577045552
"Uniform(0,1)",0.5,0.08333332812500001,7,2800,0.7,WSR running intersection,0.02006942220032215,Deterministic Markov,1.3035945177394606
"Uniform(0,1)",0.5,0.08333332812500001,7,2800,0.7,WSR running intersection,0.018867234606295802,Uniformly randomized Markov,1.2255073091878368
"Uniform(0,1)",0.5,0.08333332812500001,7,2800,0.7,Bardenet--Maillard EBS,0.04401576237742877,As published,2.8590113834178004
"Uniform(0,1)",0.5,0.08333332812500001,7,2800,0.7,Shekhar--Ramdas AS-CI,0.06192858639163473,As published,4.022525656478229
"Uniform(0,1)",0.5,0.08333332812500001,7,3200,0.8,Bridge-efficient betting,0.01246086061000834,Deterministic Markov,1.0597350462239863
"Uniform(0,1)",0.5,0.08333332812500001,7,3200,0.8,Bridge-efficient betting,0.011943807266652784,Uniformly randomized Markov,1.0157621966857233
"Uniform(0,1)",0.5,0.08333332812500001,7,3200,0.8,WSR running intersection,0.01644366439431927,Deterministic Markov,1.3984529634341192
"Uniform(0,1)",0.5,0.08333332812500001,7,3200,0.8,WSR running intersection,0.015243312530219544,Uniformly randomized Markov,1.2963689278286588
"Uniform(0,1)",0.5,0.08333332812500001,7,3200,0.8,Bardenet--Maillard EBS,0.036117597056344486,As published,3.0716243912770103
"Uniform(0,1)",0.5,0.08333332812500001,7,3200,0.8,Shekhar--Ramdas AS-CI,0.046521895229030774,As published,3.956458894289115
"Uniform(0,1)",0.5,0.08333332812500001,7,3600,0.9,Bridge-efficient betting,0.008555326703935995,Deterministic Markov,1.0913828294622319
"Uniform(0,1)",0.5,0.08333332812500001,7,3600,0.9,Bridge-efficient betting,0.008039913512766117,Uniformly randomized Markov,1.0256327854969502
"Uniform(0,1)",0.5,0.08333332812500001,7,3600,0.9,WSR running intersection,0.012129500787705139,Deterministic Markov,1.5473317791078292
"Uniform(0,1)",0.5,0.08333332812500001,7,3600,0.9,WSR running intersection,0.011570295598357871,Uniformly randomized Markov,1.4759952933230136
"Uniform(0,1)",0.5,0.08333332812500001,7,3600,0.9,Bardenet--Maillard EBS,0.028378408625276186,As published,3.6201665901128437
"Uniform(0,1)",0.5,0.08333332812500001,7,3600,0.9,Shekhar--Ramdas AS-CI,0.029882001021084792,As published,3.8119763222345324
"Uniform(0,1)",0.5,0.08333332812500001,8,400,0.1,Bridge-efficient betting,0.07527813641354442,Deterministic Markov,1.0670060154564993
"Uniform(0,1)",0.5,0.08333332812500001,8,400,0.1,Bridge-efficient betting,0.0705071118660271,Uniformly randomized Markov,0.9993806446034603
"Uniform(0,1)",0.5,0.08333332812500001,8,400,0.1,WSR running intersection,0.08109905971214204,Deterministic Markov,1.1495128424187706
"Uniform(0,1)",0.5,0.08333332812500001,8,400,0.1,WSR running intersection,0.07632022323086862,Uniformly randomized Markov,1.0817767437939345
"Uniform(0,1)",0.5,0.08333332812500001,8,400,0.1,Bardenet--Maillard EBS,0.25544815491874684,As published,3.620768670975301
"Uniform(0,1)",0.5,0.08333332812500001,8,400,0.1,Shekhar--Ramdas AS-CI,0.2885051938524823,As published,4.089325161291513
"Uniform(0,1)",0.5,0.08333332812500001,8,1200,0.3,Bridge-efficient betting,0.036617782432585844,Deterministic Markov,1.019349022346379
"Uniform(0,1)",0.5,0.08333332812500001,8,1200,0.3,Bridge-efficient betting,0.03593872999772435,Uniformly randomized Markov,1.000445872302481
"Uniform(0,1)",0.5,0.08333332812500001,8,1200,0.3,WSR running intersection,0.0443475832231342,Deterministic Markov,1.234527669313432
"Uniform(0,1)",0.5,0.08333332812500001,8,1200,0.3,WSR running intersection,0.04049102487042544,Uniformly randomized Markov,1.127170567782425
"Uniform(0,1)",0.5,0.08333332812500001,8,1200,0.3,Bardenet--Maillard EBS,0.10313951869189453,As published,2.8711505874888785
"Uniform(0,1)",0.5,0.08333332812500001,8,1200,0.3,Shekhar--Ramdas AS-CI,0.14693481590998025,As published,4.090303972454584
"Uniform(0,1)",0.5,0.08333332812500001,8,2000,0.5,Bridge-efficient betting,0.024191845208406393,Deterministic Markov,1.0286988596751871
"Uniform(0,1)",0.5,0.08333332812500001,8,2000,0.5,Bridge-efficient betting,0.023540494032204096,Uniformly randomized Markov,1.0010017490813015
"Uniform(0,1)",0.5,0.08333332812500001,8,2000,0.5,WSR running intersection,0.028741726186126415,Deterministic Markov,1.222171384532944
"Uniform(0,1)",0.5,0.08333332812500001,8,2000,0.5,WSR running intersection,0.025297435931861345,Uniformly randomized Markov,1.0757113924806785
"Uniform(0,1)",0.5,0.08333332812500001,8,2000,0.5,Bardenet--Maillard EBS,0.0649023288368894,As published,2.759812287554323
"Uniform(0,1)",0.5,0.08333332812500001,8,2000,0.5,Shekhar--Ramdas AS-CI,0.09585341377904044,As published,4.075931232240561
"Uniform(0,1)",0.5,0.08333332812500001,8,2800,0.7,Bridge-efficient betting,0.015759724751114923,Deterministic Markov,1.0236612983460243
"Uniform(0,1)",0.5,0.08333332812500001,8,2800,0.7,Bridge-efficient betting,0.015624092146754365,Uniformly randomized Markov,1.014851382559395
"Uniform(0,1)",0.5,0.08333332812500001,8,2800,0.7,WSR running intersection,0.020204999484121633,Deterministic Markov,1.3124008402198444
"Uniform(0,1)",0.5,0.08333332812500001,8,2800,0.7,WSR running intersection,0.019937264453619763,Uniformly randomized Markov,1.2950103087692955
"Uniform(0,1)",0.5,0.08333332812500001,8,2800,0.7,Bardenet--Maillard EBS,0.044307199355393956,As published,2.877941457385544
"Uniform(0,1)",0.5,0.08333332812500001,8,2800,0.7,Shekhar--Ramdas AS-CI,0.06176276032968986,As published,4.011754546922011
"Uniform(0,1)",0.5,0.08333332812500001,8,3200,0.8,Bridge-efficient betting,0.011965178325772097,Deterministic Markov,1.0175797003905211
"Uniform(0,1)",0.5,0.08333332812500001,8,3200,0.8,Bridge-efficient betting,0.011791792139410895,Uniformly randomized Markov,1.0028340560912414
"Uniform(0,1)",0.5,0.08333332812500001,8,3200,0.8,WSR running intersection,0.01594565641134965,Deterministic Markov,1.356099828336184
"Uniform(0,1)",0.5,0.08333332812500001,8,3200,0.8,WSR running intersection,0.015212660282850177,Uniformly randomized Markov,1.2937621046083787
"Uniform(0,1)",0.5,0.08333332812500001,8,3200,0.8,Bardenet--Maillard EBS,0.03625938616596219,As published,3.0836828592542616
"Uniform(0,1)",0.5,0.08333332812500001,8,3200,0.8,Shekhar--Ramdas AS-CI,0.04648136602879305,As published,3.953012084696136
"Uniform(0,1)",0.5,0.08333332812500001,8,3600,0.9,Bridge-efficient betting,0.007973996456712484,Deterministic Markov,1.0172239022789034
"Uniform(0,1)",0.5,0.08333332812500001,8,3600,0.9,Bridge-efficient betting,0.007927626091986939,Uniformly randomized Markov,1.011308544326053
"Uniform(0,1)",0.5,0.08333332812500001,8,3600,0.9,WSR running intersection,0.01207398185506453,Deterministic Markov,1.5402493599447886
"Uniform(0,1)",0.5,0.08333332812500001,8,3600,0.9,WSR running intersection,0.011990970466285833,Uniformly randomized Markov,1.5296597930587919
"Uniform(0,1)",0.5,0.08333332812500001,8,3600,0.9,Bardenet--Maillard EBS,0.02842992658830812,As published,3.6267386150287426
"Uniform(0,1)",0.5,0.08333332812500001,8,3600,0.9,Shekhar--Ramdas AS-CI,0.029983431656700255,As published,3.8249155889537363
"Uniform(0,1)",0.5,0.08333332812500001,9,400,0.1,Bridge-efficient betting,0.08036788282915935,Deterministic Markov,1.1391490081147522
"Uniform(0,1)",0.5,0.08333332812500001,9,400,0.1,Bridge-efficient betting,0.06992528541013615,Uniformly randomized Markov,0.9911337304532891
"Uniform(0,1)",0.5,0.08333332812500001,9,400,0.1,WSR running intersection,0.0829278367571531,Deterministic Markov,1.175434261318355
"Uniform(0,1)",0.5,0.08333332812500001,9,400,0.1,WSR running intersection,0.07901835367083537,Uniformly randomized Markov,1.120020536043457
"Uniform(0,1)",0.5,0.08333332812500001,9,400,0.1,Bardenet--Maillard EBS,0.2550376307661927,As published,3.6149498268708307
"Uniform(0,1)",0.5,0.08333332812500001,9,400,0.1,Shekhar--Ramdas AS-CI,0.2856704354188201,As published,4.049144778976159
"Uniform(0,1)",0.5,0.08333332812500001,9,1200,0.3,Bridge-efficient betting,0.03614699225872764,Deterministic Markov,1.0062433815464167
"Uniform(0,1)",0.5,0.08333332812500001,9,1200,0.3,Bridge-efficient betting,0.035954378824681055,Uniformly randomized Markov,1.00088149716558
"Uniform(0,1)",0.5,0.08333332812500001,9,1200,0.3,WSR running intersection,0.03415515683591347,Deterministic Markov,0.9507955811598565
"Uniform(0,1)",0.5,0.08333332812500001,9,1200,0.3,WSR running intersection,0.03379266066476688,Uniformly randomized Markov,0.9407045791079749
